header,value,key
﻿Fecha_hora,'03/01/2019_18:00:00',264
﻿Fecha_hora,'03/01/2019_18:15:00',265
﻿Fecha_hora,'03/01/2019_18:30:00',266
﻿Fecha_hora,'03/01/2019_18:45:00',267
﻿Fecha_hora,'03/01/2019_19:00:00',268
﻿Fecha_hora,'03/01/2019_19:15:00',269
﻿Fecha_hora,'03/01/2019_19:30:00',270
﻿Fecha_hora,'03/01/2019_19:45:00',271
﻿Fecha_hora,'03/01/2019_20:00:00',272
﻿Fecha_hora,'03/01/2019_20:15:00',273
﻿Fecha_hora,'03/01/2019_20:30:00',274
﻿Fecha_hora,'03/01/2019_20:45:00',275
﻿Fecha_hora,'03/01/2019_21:00:00',276
﻿Fecha_hora,'03/01/2019_21:15:00',277
﻿Fecha_hora,'03/01/2019_21:30:00',278
﻿Fecha_hora,'03/01/2019_21:45:00',279
﻿Fecha_hora,'03/01/2019_22:00:00',280
﻿Fecha_hora,'03/01/2019_22:15:00',281
﻿Fecha_hora,'03/01/2019_22:30:00',282
﻿Fecha_hora,'03/01/2019_22:45:00',283
﻿Fecha_hora,'03/01/2019_23:00:00',284
﻿Fecha_hora,'03/01/2019_23:15:00',285
﻿Fecha_hora,'03/01/2019_23:30:00',286
﻿Fecha_hora,'03/01/2019_23:45:00',287
﻿Fecha_hora,'04/01/2019_0:00:00',288
﻿Fecha_hora,'04/01/2019_0:15:00',289
﻿Fecha_hora,'04/01/2019_0:30:00',290
﻿Fecha_hora,'04/01/2019_0:45:00',291
﻿Fecha_hora,'04/01/2019_1:00:00',292
﻿Fecha_hora,'04/01/2019_1:15:00',293
﻿Fecha_hora,'04/01/2019_1:30:00',294
﻿Fecha_hora,'04/01/2019_1:45:00',295
﻿Fecha_hora,'04/01/2019_2:00:00',296
﻿Fecha_hora,'04/01/2019_2:15:00',297
﻿Fecha_hora,'04/01/2019_2:30:00',298
﻿Fecha_hora,'04/01/2019_2:45:00',299
﻿Fecha_hora,'04/01/2019_3:00:00',300
﻿Fecha_hora,'04/01/2019_3:15:00',301
﻿Fecha_hora,'04/01/2019_3:30:00',302
﻿Fecha_hora,'04/01/2019_3:45:00',303
﻿Fecha_hora,'04/01/2019_4:00:00',304
﻿Fecha_hora,'04/01/2019_4:15:00',305
﻿Fecha_hora,'04/01/2019_4:30:00',306
﻿Fecha_hora,'04/01/2019_4:45:00',307
﻿Fecha_hora,'04/01/2019_5:00:00',308
﻿Fecha_hora,'04/01/2019_5:15:00',309
﻿Fecha_hora,'04/01/2019_5:30:00',310
﻿Fecha_hora,'04/01/2019_5:45:00',311
﻿Fecha_hora,'04/01/2019_6:00:00',312
﻿Fecha_hora,'04/01/2019_6:15:00',313
﻿Fecha_hora,'04/01/2019_6:30:00',314
﻿Fecha_hora,'04/01/2019_6:45:00',315
﻿Fecha_hora,'04/01/2019_7:00:00',316
﻿Fecha_hora,'04/01/2019_7:15:00',317
﻿Fecha_hora,'04/01/2019_7:30:00',318
﻿Fecha_hora,'04/01/2019_7:45:00',319
﻿Fecha_hora,'04/01/2019_8:00:00',320
﻿Fecha_hora,'04/01/2019_8:15:00',321
﻿Fecha_hora,'04/01/2019_8:30:00',322
﻿Fecha_hora,'04/01/2019_8:45:00',323
﻿Fecha_hora,'04/01/2019_9:00:00',324
﻿Fecha_hora,'04/01/2019_9:15:00',325
﻿Fecha_hora,'04/01/2019_9:30:00',326
﻿Fecha_hora,'04/01/2019_9:45:00',327
﻿Fecha_hora,'04/01/2019_10:00:00',328
﻿Fecha_hora,'04/01/2019_10:15:00',329
﻿Fecha_hora,'04/01/2019_10:30:00',330
﻿Fecha_hora,'04/01/2019_10:45:00',331
﻿Fecha_hora,'04/01/2019_11:00:00',332
﻿Fecha_hora,'04/01/2019_11:15:00',333
﻿Fecha_hora,'04/01/2019_11:30:00',334
﻿Fecha_hora,'04/01/2019_11:45:00',335
﻿Fecha_hora,'04/01/2019_12:00:00',336
﻿Fecha_hora,'04/01/2019_12:15:00',337
﻿Fecha_hora,'04/01/2019_12:30:00',338
﻿Fecha_hora,'04/01/2019_12:45:00',339
﻿Fecha_hora,'04/01/2019_13:00:00',340
﻿Fecha_hora,'04/01/2019_13:15:00',341
﻿Fecha_hora,'04/01/2019_13:30:00',342
﻿Fecha_hora,'04/01/2019_13:45:00',343
﻿Fecha_hora,'04/01/2019_14:00:00',344
﻿Fecha_hora,'04/01/2019_14:15:00',345
﻿Fecha_hora,'04/01/2019_14:30:00',346
﻿Fecha_hora,'04/01/2019_14:45:00',347
﻿Fecha_hora,'04/01/2019_15:00:00',348
﻿Fecha_hora,'04/01/2019_15:15:00',349
﻿Fecha_hora,'04/01/2019_15:30:00',350
﻿Fecha_hora,'04/01/2019_15:45:00',351
﻿Fecha_hora,'04/01/2019_16:00:00',352
﻿Fecha_hora,'04/01/2019_16:15:00',353
﻿Fecha_hora,'04/01/2019_16:30:00',354
﻿Fecha_hora,'04/01/2019_16:45:00',355
﻿Fecha_hora,'04/01/2019_17:00:00',356
﻿Fecha_hora,'04/01/2019_17:15:00',357
﻿Fecha_hora,'04/01/2019_17:30:00',358
﻿Fecha_hora,'04/01/2019_17:45:00',359
﻿Fecha_hora,'04/01/2019_18:00:00',360
﻿Fecha_hora,'04/01/2019_18:15:00',361
﻿Fecha_hora,'04/01/2019_18:30:00',362
﻿Fecha_hora,'04/01/2019_18:45:00',363
﻿Fecha_hora,'04/01/2019_19:00:00',364
﻿Fecha_hora,'04/01/2019_19:15:00',365
﻿Fecha_hora,'04/01/2019_19:30:00',366
﻿Fecha_hora,'04/01/2019_19:45:00',367
﻿Fecha_hora,'04/01/2019_20:00:00',368
﻿Fecha_hora,'04/01/2019_20:15:00',369
﻿Fecha_hora,'04/01/2019_20:30:00',370
﻿Fecha_hora,'04/01/2019_20:45:00',371
﻿Fecha_hora,'04/01/2019_21:00:00',372
﻿Fecha_hora,'04/01/2019_21:15:00',373
﻿Fecha_hora,'04/01/2019_21:30:00',374
﻿Fecha_hora,'04/01/2019_21:45:00',375
﻿Fecha_hora,'04/01/2019_22:00:00',376
﻿Fecha_hora,'04/01/2019_22:15:00',377
﻿Fecha_hora,'04/01/2019_22:30:00',378
﻿Fecha_hora,'04/01/2019_22:45:00',379
﻿Fecha_hora,'04/01/2019_23:00:00',380
﻿Fecha_hora,'04/01/2019_23:15:00',381
﻿Fecha_hora,'04/01/2019_23:30:00',382
﻿Fecha_hora,'04/01/2019_23:45:00',383
﻿Fecha_hora,'05/01/2019_0:00:00',384
﻿Fecha_hora,'05/01/2019_0:15:00',385
﻿Fecha_hora,'05/01/2019_0:30:00',386
﻿Fecha_hora,'05/01/2019_0:45:00',387
﻿Fecha_hora,'05/01/2019_1:00:00',388
﻿Fecha_hora,'05/01/2019_1:15:00',389
﻿Fecha_hora,'05/01/2019_1:30:00',390
﻿Fecha_hora,'05/01/2019_1:45:00',391
﻿Fecha_hora,'05/01/2019_2:00:00',392
﻿Fecha_hora,'05/01/2019_2:15:00',393
﻿Fecha_hora,'05/01/2019_2:30:00',394
﻿Fecha_hora,'05/01/2019_2:45:00',395
﻿Fecha_hora,'05/01/2019_3:00:00',396
﻿Fecha_hora,'05/01/2019_3:15:00',397
﻿Fecha_hora,'05/01/2019_3:30:00',398
﻿Fecha_hora,'05/01/2019_3:45:00',399
﻿Fecha_hora,'05/01/2019_4:00:00',400
﻿Fecha_hora,'05/01/2019_4:15:00',401
﻿Fecha_hora,'05/01/2019_4:30:00',402
﻿Fecha_hora,'05/01/2019_4:45:00',403
﻿Fecha_hora,'05/01/2019_5:00:00',404
﻿Fecha_hora,'05/01/2019_5:15:00',405
﻿Fecha_hora,'05/01/2019_5:30:00',406
﻿Fecha_hora,'05/01/2019_5:45:00',407
﻿Fecha_hora,'05/01/2019_6:00:00',408
﻿Fecha_hora,'05/01/2019_6:15:00',409
﻿Fecha_hora,'05/01/2019_6:30:00',410
﻿Fecha_hora,'05/01/2019_6:45:00',411
﻿Fecha_hora,'05/01/2019_7:00:00',412
﻿Fecha_hora,'05/01/2019_7:15:00',413
﻿Fecha_hora,'05/01/2019_7:30:00',414
﻿Fecha_hora,'05/01/2019_7:45:00',415
﻿Fecha_hora,'05/01/2019_8:00:00',416
﻿Fecha_hora,'05/01/2019_8:15:00',417
﻿Fecha_hora,'05/01/2019_8:30:00',418
﻿Fecha_hora,'05/01/2019_8:45:00',419
﻿Fecha_hora,'05/01/2019_9:00:00',420
﻿Fecha_hora,'05/01/2019_9:15:00',421
﻿Fecha_hora,'05/01/2019_9:30:00',422
﻿Fecha_hora,'05/01/2019_9:45:00',423
﻿Fecha_hora,'05/01/2019_10:00:00',424
﻿Fecha_hora,'05/01/2019_10:15:00',425
﻿Fecha_hora,'05/01/2019_10:30:00',426
﻿Fecha_hora,'05/01/2019_10:45:00',427
﻿Fecha_hora,'05/01/2019_11:00:00',428
﻿Fecha_hora,'05/01/2019_11:15:00',429
﻿Fecha_hora,'05/01/2019_11:30:00',430
﻿Fecha_hora,'05/01/2019_11:45:00',431
﻿Fecha_hora,'05/01/2019_12:00:00',432
﻿Fecha_hora,'05/01/2019_12:15:00',433
﻿Fecha_hora,'05/01/2019_12:30:00',434
﻿Fecha_hora,'05/01/2019_12:45:00',435
﻿Fecha_hora,'05/01/2019_13:00:00',436
﻿Fecha_hora,'05/01/2019_13:15:00',437
