id,valueYName,valueY,valueXName,valueX,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,scores_total,score,anomaly
3575,day,7,month_day_hour_min,,0.48,0.50,0.48,0.48,0.49,0.47,0.46,0.49,0.49,0.50,4.84,0.48,false
3576,day,7,month_day_hour_min,,0.46,0.45,0.46,0.44,0.44,0.42,0.44,0.43,0.45,0.45,4.44,0.44,false
3577,day,7,month_day_hour_min,,0.44,0.43,0.45,0.43,0.45,0.42,0.43,0.42,0.45,0.42,4.34,0.43,false
3578,day,7,month_day_hour_min,,0.43,0.44,0.41,0.43,0.41,0.41,0.44,0.42,0.43,0.43,4.25,0.42,false
3579,day,7,month_day_hour_min,,0.41,0.42,0.40,0.43,0.40,0.40,0.42,0.41,0.41,0.41,4.11,0.41,false
3580,day,7,month_day_hour_min,,0.42,0.42,0.40,0.41,0.45,0.40,0.42,0.41,0.42,0.41,4.16,0.42,false
3581,day,7,month_day_hour_min,,0.46,0.49,0.46,0.47,0.45,0.46,0.43,0.50,0.44,0.44,4.60,0.46,false
3582,day,7,month_day_hour_min,,0.44,0.44,0.45,0.43,0.43,0.42,0.42,0.43,0.44,0.43,4.33,0.43,false
3583,day,7,month_day_hour_min,,0.44,0.44,0.45,0.44,0.44,0.44,0.43,0.44,0.44,0.44,4.40,0.44,false
3584,day,7,month_day_hour_min,,0.43,0.47,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.44,4.41,0.44,false
3585,day,7,month_day_hour_min,,0.42,0.47,0.44,0.45,0.44,0.46,0.45,0.48,0.44,0.44,4.49,0.45,false
3586,day,7,month_day_hour_min,,0.41,0.45,0.43,0.40,0.42,0.40,0.42,0.43,0.41,0.40,4.17,0.42,false
3587,day,7,month_day_hour_min,,0.43,0.46,0.44,0.42,0.42,0.42,0.40,0.43,0.44,0.42,4.28,0.43,false
3588,day,7,month_day_hour_min,,0.42,0.47,0.43,0.42,0.44,0.42,0.41,0.42,0.44,0.41,4.28,0.43,false
3589,day,7,month_day_hour_min,,0.40,0.44,0.42,0.40,0.43,0.40,0.42,0.41,0.42,0.42,4.16,0.42,false
3590,day,7,month_day_hour_min,,0.42,0.45,0.42,0.44,0.47,0.43,0.43,0.45,0.45,0.45,4.41,0.44,false
3591,day,7,month_day_hour_min,,0.41,0.44,0.40,0.42,0.43,0.42,0.42,0.43,0.42,0.42,4.21,0.42,false
3592,day,7,month_day_hour_min,,0.45,0.46,0.45,0.44,0.43,0.44,0.46,0.45,0.44,0.43,4.45,0.45,false
3593,day,7,month_day_hour_min,,0.43,0.46,0.42,0.46,0.43,0.41,0.42,0.43,0.42,0.42,4.30,0.43,false
3594,day,7,month_day_hour_min,,0.48,0.46,0.45,0.48,0.47,0.43,0.47,0.46,0.46,0.46,4.62,0.46,false
3595,day,7,month_day_hour_min,,0.48,0.46,0.48,0.46,0.45,0.47,0.44,0.46,0.45,0.48,4.63,0.46,false
3596,day,8,month_day_hour_min,,0.47,0.45,0.47,0.47,0.50,0.47,0.49,0.49,0.49,0.50,4.80,0.48,false
3597,day,8,month_day_hour_min,,0.45,0.45,0.45,0.46,0.48,0.46,0.46,0.48,0.49,0.47,4.65,0.46,false
3598,day,8,month_day_hour_min,,0.44,0.45,0.44,0.45,0.47,0.51,0.47,0.49,0.46,0.46,4.64,0.46,false
3599,day,8,month_day_hour_min,,0.43,0.42,0.44,0.45,0.46,0.47,0.45,0.47,0.45,0.46,4.50,0.45,false
3600,day,8,month_day_hour_min,,0.44,0.48,0.48,0.46,0.46,0.45,0.45,0.45,0.48,0.49,4.64,0.46,false
3601,day,8,month_day_hour_min,,0.43,0.43,0.43,0.44,0.43,0.42,0.43,0.44,0.43,0.42,4.30,0.43,false
3602,day,8,month_day_hour_min,,0.43,0.43,0.43,0.44,0.46,0.44,0.44,0.46,0.44,0.43,4.40,0.44,false
3603,day,8,month_day_hour_min,,0.45,0.48,0.45,0.44,0.47,0.45,0.46,0.46,0.46,0.46,4.58,0.46,false
3604,day,8,month_day_hour_min,,0.46,0.45,0.44,0.46,0.47,0.47,0.46,0.49,0.45,0.45,4.60,0.46,false
3605,day,8,month_day_hour_min,,0.43,0.43,0.42,0.44,0.46,0.47,0.47,0.47,0.44,0.43,4.46,0.45,false
3606,day,8,month_day_hour_min,,0.40,0.43,0.41,0.41,0.43,0.42,0.42,0.42,0.41,0.42,4.17,0.42,false
3607,day,8,month_day_hour_min,,0.42,0.43,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.43,4.21,0.42,false
3608,day,8,month_day_hour_min,,0.42,0.43,0.43,0.44,0.45,0.42,0.41,0.43,0.43,0.42,4.28,0.43,false
3609,day,8,month_day_hour_min,,0.45,0.43,0.43,0.44,0.43,0.41,0.42,0.43,0.43,0.42,4.29,0.43,false
3610,day,8,month_day_hour_min,,0.43,0.44,0.44,0.43,0.44,0.45,0.46,0.48,0.44,0.42,4.43,0.44,false
3611,day,8,month_day_hour_min,,0.42,0.43,0.43,0.42,0.43,0.44,0.44,0.45,0.42,0.43,4.31,0.43,false
3612,day,8,month_day_hour_min,,0.43,0.45,0.44,0.43,0.44,0.46,0.44,0.46,0.44,0.44,4.43,0.44,false
3613,day,8,month_day_hour_min,,0.43,0.46,0.42,0.44,0.43,0.43,0.40,0.46,0.45,0.45,4.37,0.44,false
3614,day,8,month_day_hour_min,,0.42,0.46,0.44,0.44,0.44,0.44,0.43,0.43,0.44,0.45,4.39,0.44,false
3615,day,8,month_day_hour_min,,0.42,0.48,0.45,0.44,0.45,0.46,0.44,0.45,0.45,0.45,4.49,0.45,false
3616,day,8,month_day_hour_min,,0.46,0.46,0.46,0.44,0.44,0.46,0.44,0.48,0.44,0.42,4.50,0.45,false
3617,day,8,month_day_hour_min,,0.43,0.47,0.43,0.43,0.45,0.44,0.44,0.44,0.46,0.44,4.43,0.44,false
3618,day,8,month_day_hour_min,,0.44,0.45,0.45,0.46,0.44,0.43,0.44,0.44,0.44,0.42,4.41,0.44,false
3619,day,9,month_day_hour_min,,0.44,0.44,0.44,0.46,0.45,0.44,0.46,0.46,0.44,0.46,4.49,0.45,false
3620,day,9,month_day_hour_min,,0.45,0.43,0.45,0.47,0.47,0.44,0.45,0.44,0.47,0.46,4.53,0.45,false
3621,day,9,month_day_hour_min,,0.47,0.49,0.47,0.48,0.49,0.48,0.51,0.49,0.49,0.49,4.86,0.49,false
3622,day,9,month_day_hour_min,,0.46,0.51,0.50,0.46,0.51,0.49,0.47,0.48,0.50,0.50,4.88,0.49,false
3623,day,9,month_day_hour_min,,0.45,0.48,0.45,0.46,0.47,0.48,0.48,0.48,0.48,0.49,4.72,0.47,false
3624,day,9,month_day_hour_min,,0.43,0.43,0.43,0.46,0.43,0.46,0.46,0.46,0.44,0.44,4.44,0.44,false
3625,day,9,month_day_hour_min,,0.40,0.41,0.42,0.41,0.42,0.42,0.44,0.44,0.41,0.40,4.17,0.42,false
3626,day,9,month_day_hour_min,,0.40,0.41,0.41,0.42,0.40,0.40,0.44,0.43,0.41,0.42,4.14,0.41,false
3627,day,9,month_day_hour_min,,0.43,0.41,0.43,0.43,0.44,0.42,0.43,0.43,0.42,0.42,4.26,0.43,false
3628,day,9,month_day_hour_min,,0.48,0.47,0.47,0.43,0.47,0.44,0.45,0.44,0.44,0.47,4.56,0.46,false
3629,day,9,month_day_hour_min,,0.45,0.44,0.45,0.44,0.44,0.45,0.43,0.45,0.42,0.43,4.40,0.44,false
3630,day,9,month_day_hour_min,,0.43,0.44,0.43,0.44,0.44,0.45,0.42,0.46,0.45,0.42,4.38,0.44,false
3631,day,9,month_day_hour_min,,0.43,0.44,0.43,0.43,0.43,0.42,0.42,0.43,0.43,0.42,4.28,0.43,false
3632,day,9,month_day_hour_min,,0.42,0.43,0.44,0.43,0.42,0.45,0.42,0.45,0.41,0.42,4.29,0.43,false
3633,day,9,month_day_hour_min,,0.40,0.44,0.41,0.41,0.42,0.42,0.41,0.42,0.43,0.41,4.17,0.42,false
3634,day,9,month_day_hour_min,,0.45,0.45,0.45,0.45,0.44,0.46,0.45,0.45,0.45,0.43,4.48,0.45,false
3635,day,9,month_day_hour_min,,0.42,0.42,0.42,0.42,0.42,0.41,0.42,0.43,0.43,0.41,4.20,0.42,false
3636,day,9,month_day_hour_min,,0.40,0.41,0.41,0.42,0.43,0.40,0.41,0.42,0.41,0.40,4.11,0.41,false
3637,day,9,month_day_hour_min,,0.42,0.42,0.41,0.43,0.43,0.42,0.43,0.43,0.42,0.41,4.22,0.42,false
3638,day,9,month_day_hour_min,,0.46,0.47,0.48,0.46,0.46,0.46,0.45,0.48,0.47,0.44,4.63,0.46,false
3639,day,9,month_day_hour_min,,0.48,0.47,0.47,0.47,0.44,0.47,0.46,0.46,0.44,0.44,4.60,0.46,false
3640,day,9,month_day_hour_min,,0.48,0.47,0.48,0.46,0.44,0.45,0.46,0.47,0.45,0.44,4.60,0.46,false
3641,day,9,month_day_hour_min,,0.49,0.46,0.47,0.46,0.45,0.45,0.44,0.46,0.42,0.44,4.54,0.45,false
3642,day,9,month_day_hour_min,,0.48,0.47,0.48,0.49,0.46,0.44,0.45,0.44,0.44,0.44,4.59,0.46,false
3643,day,10,month_day_hour_min,,0.42,0.44,0.44,0.46,0.45,0.44,0.47,0.48,0.44,0.45,4.49,0.45,false
3644,day,10,month_day_hour_min,,0.41,0.41,0.41,0.42,0.41,0.41,0.41,0.41,0.42,0.41,4.12,0.41,false
3645,day,10,month_day_hour_min,,0.42,0.42,0.40,0.41,0.43,0.41,0.42,0.41,0.42,0.42,4.16,0.42,false
3646,day,10,month_day_hour_min,,0.40,0.41,0.42,0.40,0.42,0.41,0.41,0.42,0.42,0.41,4.12,0.41,false
3647,day,10,month_day_hour_min,,0.43,0.42,0.41,0.41,0.42,0.40,0.42,0.40,0.42,0.43,4.16,0.42,false
3648,day,10,month_day_hour_min,,0.41,0.41,0.40,0.40,0.42,0.41,0.41,0.40,0.41,0.42,4.09,0.41,false
3649,day,10,month_day_hour_min,,0.45,0.44,0.44,0.42,0.47,0.43,0.41,0.46,0.45,0.43,4.40,0.44,false
3650,day,10,month_day_hour_min,,0.40,0.42,0.39,0.39,0.43,0.42,0.40,0.42,0.41,0.43,4.11,0.41,false
3651,day,10,month_day_hour_min,,0.46,0.47,0.46,0.45,0.46,0.43,0.45,0.46,0.45,0.47,4.56,0.46,false
3652,day,10,month_day_hour_min,,0.43,0.47,0.42,0.43,0.45,0.46,0.42,0.44,0.44,0.46,4.42,0.44,false
3653,day,10,month_day_hour_min,,0.43,0.46,0.43,0.43,0.42,0.46,0.44,0.46,0.44,0.44,4.41,0.44,false
3654,day,10,month_day_hour_min,,0.42,0.44,0.43,0.43,0.43,0.43,0.42,0.43,0.43,0.44,4.30,0.43,false
3655,day,10,month_day_hour_min,,0.41,0.46,0.44,0.43,0.43,0.44,0.43,0.43,0.44,0.45,4.36,0.44,false
3656,day,10,month_day_hour_min,,0.42,0.42,0.41,0.42,0.42,0.44,0.40,0.45,0.43,0.41,4.22,0.42,false
3657,day,10,month_day_hour_min,,0.40,0.44,0.41,0.43,0.40,0.42,0.40,0.42,0.42,0.41,4.15,0.41,false
3658,day,10,month_day_hour_min,,0.53,0.61,0.53,0.56,0.57,0.52,0.52,0.55,0.58,0.60,5.57,0.56,false
3659,day,10,month_day_hour_min,,0.40,0.44,0.43,0.42,0.41,0.42,0.40,0.42,0.40,0.42,4.16,0.42,false
3660,day,10,month_day_hour_min,,0.41,0.45,0.44,0.43,0.43,0.42,0.40,0.44,0.42,0.43,4.27,0.43,false
3661,day,10,month_day_hour_min,,0.42,0.41,0.41,0.41,0.42,0.42,0.43,0.42,0.41,0.41,4.16,0.42,false
3662,day,10,month_day_hour_min,,0.40,0.42,0.41,0.41,0.41,0.41,0.40,0.42,0.40,0.41,4.09,0.41,false
3663,day,10,month_day_hour_min,,0.41,0.42,0.42,0.42,0.43,0.42,0.41,0.42,0.42,0.43,4.20,0.42,false
3664,day,10,month_day_hour_min,,0.43,0.42,0.40,0.41,0.42,0.42,0.42,0.43,0.42,0.41,4.18,0.42,false
3665,day,10,month_day_hour_min,,0.45,0.46,0.44,0.45,0.43,0.44,0.41,0.45,0.42,0.42,4.37,0.44,false
3666,day,10,month_day_hour_min,,0.45,0.43,0.45,0.45,0.43,0.44,0.44,0.44,0.44,0.43,4.40,0.44,false
3667,day,10,month_day_hour_min,,0.50,0.51,0.49,0.47,0.46,0.46,0.49,0.47,0.47,0.46,4.78,0.48,false
3668,day,11,month_day_hour_min,,0.45,0.45,0.46,0.47,0.49,0.48,0.49,0.47,0.46,0.49,4.71,0.47,false
3669,day,11,month_day_hour_min,,0.42,0.43,0.42,0.45,0.42,0.42,0.43,0.43,0.43,0.43,4.28,0.43,false
3670,day,11,month_day_hour_min,,0.45,0.46,0.44,0.45,0.45,0.45,0.45,0.44,0.45,0.47,4.51,0.45,false
3671,day,11,month_day_hour_min,,0.43,0.45,0.43,0.42,0.42,0.40,0.42,0.42,0.44,0.43,4.26,0.43,false
3672,day,11,month_day_hour_min,,0.44,0.46,0.44,0.45,0.44,0.44,0.45,0.46,0.44,0.45,4.47,0.45,false
3673,day,11,month_day_hour_min,,0.42,0.42,0.43,0.43,0.41,0.43,0.42,0.43,0.42,0.43,4.24,0.42,false
3674,day,11,month_day_hour_min,,0.40,0.43,0.40,0.41,0.41,0.41,0.42,0.41,0.43,0.42,4.14,0.41,false
3675,day,11,month_day_hour_min,,0.42,0.42,0.40,0.41,0.42,0.41,0.41,0.43,0.43,0.41,4.16,0.42,false
3676,day,11,month_day_hour_min,,0.41,0.43,0.39,0.41,0.41,0.41,0.41,0.42,0.43,0.42,4.14,0.41,false
3677,day,11,month_day_hour_min,,0.41,0.42,0.39,0.42,0.41,0.41,0.40,0.41,0.40,0.41,4.08,0.41,false
3678,day,11,month_day_hour_min,,0.41,0.43,0.40,0.41,0.42,0.41,0.43,0.42,0.43,0.41,4.17,0.42,false
3679,day,11,month_day_hour_min,,0.56,0.58,0.54,0.59,0.63,0.55,0.58,0.55,0.60,0.61,5.79,0.58,false
3680,day,11,month_day_hour_min,,0.42,0.43,0.41,0.42,0.42,0.42,0.40,0.43,0.44,0.44,4.23,0.42,false
3681,day,11,month_day_hour_min,,0.45,0.45,0.42,0.42,0.45,0.42,0.45,0.43,0.44,0.43,4.36,0.44,false
3682,day,11,month_day_hour_min,,0.43,0.44,0.43,0.44,0.45,0.42,0.45,0.44,0.43,0.45,4.38,0.44,false
3683,day,11,month_day_hour_min,,0.40,0.43,0.40,0.41,0.40,0.40,0.40,0.42,0.41,0.41,4.08,0.41,false
3684,day,11,month_day_hour_min,,0.42,0.45,0.41,0.41,0.41,0.41,0.41,0.42,0.40,0.40,4.14,0.41,false
3685,day,11,month_day_hour_min,,0.43,0.46,0.44,0.44,0.43,0.42,0.42,0.44,0.43,0.42,4.33,0.43,false
3686,day,11,month_day_hour_min,,0.44,0.44,0.43,0.46,0.43,0.43,0.41,0.42,0.42,0.43,4.31,0.43,false
3687,day,12,month_day_hour_min,,0.43,0.45,0.45,0.47,0.46,0.42,0.43,0.43,0.45,0.46,4.45,0.45,false
3688,day,12,month_day_hour_min,,0.42,0.44,0.44,0.43,0.42,0.40,0.43,0.40,0.45,0.41,4.24,0.42,false
3689,day,12,month_day_hour_min,,0.40,0.41,0.41,0.42,0.42,0.39,0.42,0.41,0.43,0.41,4.12,0.41,false
3690,day,12,month_day_hour_min,,0.40,0.42,0.41,0.42,0.42,0.40,0.40,0.41,0.43,0.40,4.11,0.41,false
3691,day,12,month_day_hour_min,,0.42,0.42,0.41,0.43,0.42,0.41,0.41,0.42,0.43,0.42,4.19,0.42,false
3692,day,12,month_day_hour_min,,0.39,0.40,0.41,0.41,0.41,0.40,0.41,0.41,0.42,0.40,4.06,0.41,false
3693,day,12,month_day_hour_min,,0.40,0.41,0.40,0.41,0.40,0.40,0.40,0.41,0.41,0.40,4.04,0.40,false
3694,day,12,month_day_hour_min,,0.40,0.41,0.40,0.41,0.42,0.41,0.41,0.42,0.41,0.40,4.09,0.41,false
3695,day,12,month_day_hour_min,,0.41,0.42,0.41,0.41,0.41,0.42,0.40,0.42,0.40,0.41,4.11,0.41,false
3696,day,12,month_day_hour_min,,0.42,0.42,0.41,0.42,0.43,0.42,0.41,0.43,0.41,0.41,4.18,0.42,false
3697,day,12,month_day_hour_min,,0.40,0.43,0.42,0.41,0.42,0.42,0.41,0.44,0.40,0.40,4.15,0.42,false
3698,day,12,month_day_hour_min,,0.39,0.43,0.42,0.42,0.41,0.40,0.40,0.43,0.41,0.41,4.12,0.41,false
3699,day,12,month_day_hour_min,,0.40,0.42,0.40,0.41,0.41,0.41,0.40,0.44,0.42,0.41,4.12,0.41,false
3700,day,12,month_day_hour_min,,0.41,0.43,0.41,0.41,0.40,0.41,0.41,0.42,0.40,0.41,4.11,0.41,false
3701,day,12,month_day_hour_min,,0.42,0.45,0.42,0.43,0.43,0.44,0.43,0.42,0.43,0.44,4.31,0.43,false
3702,day,12,month_day_hour_min,,0.45,0.45,0.44,0.45,0.42,0.42,0.43,0.45,0.43,0.43,4.37,0.44,false
3703,day,12,month_day_hour_min,,0.43,0.46,0.41,0.45,0.42,0.41,0.41,0.42,0.40,0.42,4.23,0.42,false
3704,day,12,month_day_hour_min,,0.43,0.45,0.41,0.42,0.42,0.41,0.41,0.41,0.40,0.39,4.15,0.42,false
3705,day,12,month_day_hour_min,,0.49,0.47,0.45,0.47,0.44,0.46,0.45,0.45,0.44,0.42,4.54,0.45,false
3706,day,12,month_day_hour_min,,0.46,0.46,0.48,0.47,0.45,0.44,0.45,0.47,0.44,0.46,4.58,0.46,false
3707,day,13,month_day_hour_min,,0.44,0.49,0.47,0.49,0.48,0.45,0.45,0.46,0.47,0.47,4.67,0.47,false
3708,day,13,month_day_hour_min,,0.41,0.43,0.42,0.43,0.41,0.40,0.43,0.45,0.42,0.42,4.22,0.42,false
3709,day,13,month_day_hour_min,,0.40,0.41,0.40,0.41,0.42,0.41,0.41,0.43,0.41,0.40,4.10,0.41,false
3710,day,13,month_day_hour_min,,0.42,0.42,0.41,0.42,0.41,0.40,0.42,0.42,0.41,0.41,4.14,0.41,false
3711,day,13,month_day_hour_min,,0.43,0.43,0.42,0.43,0.42,0.41,0.42,0.41,0.42,0.42,4.21,0.42,false
3712,day,13,month_day_hour_min,,0.41,0.42,0.39,0.41,0.41,0.40,0.40,0.41,0.40,0.41,4.06,0.41,false
3713,day,13,month_day_hour_min,,0.41,0.45,0.43,0.42,0.44,0.43,0.42,0.45,0.43,0.46,4.34,0.43,false
3714,day,13,month_day_hour_min,,0.44,0.46,0.43,0.44,0.43,0.45,0.43,0.45,0.46,0.42,4.41,0.44,false
3715,day,13,month_day_hour_min,,0.40,0.42,0.39,0.42,0.41,0.45,0.40,0.42,0.42,0.41,4.14,0.41,false
3716,day,13,month_day_hour_min,,0.41,0.42,0.40,0.40,0.42,0.41,0.41,0.42,0.42,0.41,4.12,0.41,false
3717,day,13,month_day_hour_min,,0.44,0.43,0.43,0.41,0.43,0.40,0.45,0.43,0.42,0.40,4.24,0.42,false
3718,day,13,month_day_hour_min,,0.42,0.42,0.43,0.41,0.42,0.41,0.42,0.43,0.42,0.42,4.20,0.42,false
3719,day,13,month_day_hour_min,,0.42,0.45,0.41,0.41,0.42,0.41,0.41,0.42,0.41,0.40,4.16,0.42,false
3720,day,14,month_day_hour_min,,0.42,0.45,0.43,0.46,0.45,0.43,0.46,0.43,0.43,0.43,4.39,0.44,false
3721,day,14,month_day_hour_min,,0.40,0.42,0.41,0.44,0.43,0.43,0.44,0.45,0.43,0.42,4.27,0.43,false
3722,day,14,month_day_hour_min,,0.41,0.40,0.41,0.42,0.40,0.40,0.43,0.43,0.41,0.42,4.13,0.41,false
3723,day,14,month_day_hour_min,,0.43,0.43,0.43,0.43,0.43,0.42,0.43,0.43,0.42,0.43,4.28,0.43,false
3724,day,14,month_day_hour_min,,0.49,0.46,0.48,0.50,0.44,0.47,0.48,0.45,0.50,0.45,4.72,0.47,false
3725,day,14,month_day_hour_min,,0.48,0.47,0.50,0.47,0.49,0.45,0.46,0.46,0.52,0.47,4.77,0.48,false
3726,day,14,month_day_hour_min,,0.39,0.41,0.39,0.41,0.40,0.40,0.40,0.41,0.40,0.39,4.00,0.40,false
3727,day,14,month_day_hour_min,,0.40,0.41,0.42,0.41,0.41,0.41,0.41,0.40,0.41,0.41,4.09,0.41,false
3728,day,14,month_day_hour_min,,0.44,0.42,0.43,0.42,0.42,0.43,0.42,0.43,0.43,0.40,4.24,0.42,false
3729,day,14,month_day_hour_min,,0.42,0.42,0.44,0.42,0.43,0.44,0.42,0.42,0.42,0.40,4.23,0.42,false
3730,day,14,month_day_hour_min,,0.39,0.40,0.39,0.41,0.42,0.41,0.39,0.41,0.40,0.41,4.03,0.40,false
3731,day,14,month_day_hour_min,,0.39,0.41,0.41,0.41,0.42,0.41,0.40,0.42,0.42,0.41,4.10,0.41,false
3732,day,14,month_day_hour_min,,0.39,0.40,0.39,0.41,0.40,0.41,0.40,0.40,0.40,0.40,4.00,0.40,false
3733,day,14,month_day_hour_min,,0.41,0.41,0.39,0.42,0.40,0.41,0.40,0.40,0.41,0.41,4.06,0.41,false
3734,day,14,month_day_hour_min,,0.42,0.41,0.40,0.41,0.42,0.41,0.41,0.42,0.43,0.42,4.15,0.42,false
3735,day,14,month_day_hour_min,,0.40,0.44,0.39,0.41,0.41,0.39,0.40,0.42,0.40,0.40,4.06,0.41,false
3736,day,14,month_day_hour_min,,0.42,0.42,0.42,0.41,0.42,0.40,0.42,0.42,0.42,0.42,4.17,0.42,false
3737,day,14,month_day_hour_min,,0.42,0.47,0.41,0.42,0.41,0.40,0.42,0.43,0.41,0.40,4.19,0.42,false
3738,day,14,month_day_hour_min,,0.43,0.47,0.44,0.43,0.42,0.42,0.43,0.44,0.43,0.45,4.36,0.44,false
3739,day,14,month_day_hour_min,,0.42,0.45,0.43,0.44,0.43,0.41,0.41,0.41,0.42,0.42,4.24,0.42,false
3740,day,14,month_day_hour_min,,0.43,0.45,0.44,0.44,0.43,0.42,0.43,0.44,0.44,0.43,4.35,0.43,false
3741,day,14,month_day_hour_min,,0.46,0.50,0.49,0.46,0.43,0.44,0.48,0.47,0.44,0.44,4.61,0.46,false
3742,day,15,month_day_hour_min,,0.43,0.44,0.43,0.47,0.45,0.42,0.45,0.42,0.44,0.42,4.37,0.44,false
3743,day,15,month_day_hour_min,,0.43,0.44,0.42,0.43,0.42,0.41,0.43,0.43,0.44,0.43,4.28,0.43,false
3744,day,15,month_day_hour_min,,0.42,0.43,0.43,0.43,0.42,0.41,0.43,0.44,0.43,0.45,4.29,0.43,false
3745,day,15,month_day_hour_min,,0.43,0.41,0.41,0.41,0.42,0.41,0.42,0.43,0.42,0.44,4.20,0.42,false
3746,day,15,month_day_hour_min,,0.41,0.42,0.41,0.41,0.42,0.40,0.42,0.42,0.41,0.41,4.13,0.41,false
3747,day,15,month_day_hour_min,,0.40,0.40,0.40,0.41,0.38,0.40,0.42,0.41,0.40,0.40,4.02,0.40,false
3748,day,15,month_day_hour_min,,0.43,0.43,0.42,0.42,0.41,0.41,0.43,0.41,0.43,0.43,4.22,0.42,false
3749,day,15,month_day_hour_min,,0.41,0.40,0.40,0.41,0.39,0.41,0.40,0.42,0.41,0.40,4.05,0.40,false
3750,day,15,month_day_hour_min,,0.41,0.41,0.41,0.41,0.40,0.40,0.41,0.40,0.43,0.42,4.10,0.41,false
3751,day,15,month_day_hour_min,,0.41,0.42,0.41,0.41,0.42,0.39,0.41,0.43,0.42,0.41,4.13,0.41,false
3752,day,15,month_day_hour_min,,0.43,0.44,0.46,0.44,0.44,0.44,0.44,0.43,0.46,0.42,4.40,0.44,false
3753,day,15,month_day_hour_min,,0.42,0.46,0.41,0.43,0.42,0.44,0.42,0.46,0.44,0.41,4.31,0.43,false
3754,day,15,month_day_hour_min,,0.42,0.45,0.44,0.43,0.43,0.44,0.43,0.43,0.45,0.42,4.34,0.43,false
3755,day,15,month_day_hour_min,,0.41,0.43,0.40,0.41,0.42,0.42,0.42,0.44,0.42,0.40,4.17,0.42,false
3756,day,15,month_day_hour_min,,0.40,0.45,0.42,0.41,0.41,0.40,0.39,0.42,0.40,0.40,4.10,0.41,false
3757,day,15,month_day_hour_min,,0.40,0.44,0.40,0.41,0.41,0.40,0.40,0.43,0.40,0.40,4.09,0.41,false
3758,day,15,month_day_hour_min,,0.41,0.42,0.41,0.41,0.41,0.39,0.41,0.42,0.39,0.41,4.08,0.41,false
3759,day,15,month_day_hour_min,,0.41,0.42,0.42,0.42,0.41,0.40,0.40,0.41,0.40,0.41,4.10,0.41,false
3760,day,15,month_day_hour_min,,0.51,0.50,0.52,0.52,0.49,0.47,0.51,0.47,0.50,0.50,4.99,0.50,false
3761,day,16,month_day_hour_min,,0.46,0.47,0.48,0.48,0.47,0.43,0.46,0.42,0.47,0.46,4.60,0.46,false
3762,day,16,month_day_hour_min,,0.44,0.45,0.41,0.45,0.46,0.42,0.44,0.45,0.46,0.44,4.42,0.44,false
3763,day,16,month_day_hour_min,,0.49,0.44,0.43,0.47,0.43,0.46,0.46,0.45,0.47,0.45,4.55,0.45,false
3764,day,16,month_day_hour_min,,0.49,0.43,0.44,0.46,0.42,0.46,0.46,0.42,0.47,0.43,4.48,0.45,false
3765,day,16,month_day_hour_min,,0.48,0.44,0.43,0.45,0.42,0.47,0.47,0.45,0.45,0.44,4.50,0.45,false
3766,day,16,month_day_hour_min,,0.44,0.48,0.45,0.43,0.46,0.41,0.47,0.47,0.44,0.45,4.50,0.45,false
3767,day,16,month_day_hour_min,,0.44,0.47,0.43,0.44,0.42,0.42,0.42,0.44,0.45,0.43,4.36,0.44,false
3768,day,16,month_day_hour_min,,0.45,0.45,0.46,0.45,0.46,0.45,0.44,0.47,0.48,0.46,4.57,0.46,false
3769,day,16,month_day_hour_min,,0.42,0.46,0.44,0.40,0.44,0.42,0.42,0.45,0.43,0.42,4.30,0.43,false
3770,day,16,month_day_hour_min,,0.40,0.42,0.40,0.41,0.40,0.39,0.40,0.41,0.42,0.41,4.06,0.41,false
3771,day,16,month_day_hour_min,,0.39,0.41,0.42,0.40,0.41,0.40,0.40,0.40,0.42,0.41,4.06,0.41,false
3772,day,16,month_day_hour_min,,0.40,0.47,0.41,0.43,0.43,0.44,0.44,0.46,0.43,0.42,4.33,0.43,false
3773,day,16,month_day_hour_min,,0.41,0.43,0.41,0.41,0.42,0.42,0.41,0.42,0.43,0.41,4.17,0.42,false
3774,day,16,month_day_hour_min,,0.39,0.45,0.42,0.40,0.42,0.41,0.42,0.44,0.41,0.40,4.16,0.42,false
3775,day,16,month_day_hour_min,,0.40,0.42,0.41,0.40,0.41,0.41,0.40,0.41,0.40,0.41,4.07,0.41,false
3776,day,16,month_day_hour_min,,0.42,0.43,0.42,0.40,0.43,0.41,0.42,0.42,0.42,0.41,4.18,0.42,false
3777,day,16,month_day_hour_min,,0.40,0.45,0.42,0.41,0.41,0.41,0.39,0.41,0.42,0.39,4.11,0.41,false
3778,day,16,month_day_hour_min,,0.41,0.45,0.42,0.41,0.42,0.42,0.41,0.42,0.41,0.41,4.18,0.42,false
3779,day,16,month_day_hour_min,,0.46,0.49,0.48,0.46,0.47,0.48,0.51,0.47,0.48,0.49,4.79,0.48,false
3780,day,16,month_day_hour_min,,0.48,0.47,0.50,0.48,0.47,0.50,0.45,0.47,0.48,0.49,4.79,0.48,false
3781,day,17,month_day_hour_min,,0.42,0.43,0.44,0.46,0.44,0.41,0.44,0.42,0.45,0.44,4.35,0.44,false
