num,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
17099,6,28,2,30,2.92,396.69,0.00,1.607,500.66,28.86,405.07,33.87,85.53,0.00,51.37
17100,6,28,2,45,2.97,397.47,0.00,1.683,485.14,28.83,404.80,33.92,86.13,0.00,51.41
17101,6,28,3,0,3.00,378.87,0.00,1.757,498.67,28.81,406.87,33.84,88.13,0.00,51.38
17111,6,28,5,30,3.39,364.78,0.00,2.599,472.06,27.19,424.00,34.14,151.73,0.00,51.95
17119,6,28,7,30,3.61,147.47,0.00,2.881,368.96,26.35,428.80,33.77,156.53,15.41,51.53
17124,6,28,8,45,3.60,101.03,0.00,2.627,457.82,25.86,428.60,33.69,154.20,25.37,51.46
17131,6,28,10,30,3.45,0.00,111.79,2.152,326.20,24.96,401.00,32.80,38.47,25.12,50.18
17133,6,28,11,0,3.38,0.00,136.57,2.035,342.24,24.93,405.13,32.62,41.67,25.28,49.73
17135,6,28,11,30,3.31,0.00,108.49,1.923,337.39,26.05,402.40,32.81,62.47,24.30,49.85
17136,6,28,11,45,3.27,0.00,106.05,1.886,356.74,26.44,404.93,32.65,61.60,24.67,49.83
17140,6,28,12,45,3.15,0.00,33.53,1.787,295.50,24.25,402.13,32.80,5.87,25.01,50.40
17146,6,28,14,15,3.01,0.00,61.96,1.573,360.02,24.32,406.73,32.54,6.13,24.39,50.05
17149,6,28,15,0,2.93,0.00,32.21,1.467,325.73,24.37,405.40,32.67,6.20,24.46,50.24
17163,6,28,18,30,2.73,34.15,0.63,1.121,331.48,25.93,424.20,32.71,6.80,24.70,49.90
17168,6,28,19,45,2.65,22.72,0.43,0.993,360.82,25.93,423.40,32.69,6.60,24.71,50.09
17170,6,28,20,15,2.62,14.53,6.17,0.927,387.58,25.99,427.87,32.46,7.27,24.93,49.94
17183,6,28,23,30,2.52,335.27,0.00,0.499,347.63,26.68,349.00,32.85,261.13,0.07,51.53
17185,6,29,0,0,2.59,440.02,0.00,0.508,445.04,25.20,422.33,33.88,251.60,0.00,52.16
17188,6,29,0,45,2.71,394.11,0.00,0.663,494.66,27.88,439.13,33.71,115.67,0.00,51.23
17195,6,29,2,30,2.98,364.06,0.00,1.152,517.08,28.89,435.13,33.80,113.47,0.00,51.29
17200,6,29,3,45,3.14,352.52,0.00,1.497,495.50,30.37,412.20,33.86,111.93,0.00,51.40
17202,6,29,4,15,3.21,302.89,0.00,1.641,529.89,30.53,415.80,33.65,113.00,0.00,51.26
17221,6,29,9,0,3.17,0.00,123.75,1.874,531.31,26.54,415.33,32.41,9.60,24.92,49.78
17222,6,29,9,15,3.13,0.00,134.45,1.767,520.74,26.90,418.27,32.27,9.13,25.39,49.44
17231,6,29,11,30,2.80,0.00,153.83,1.260,483.07,29.98,423.67,31.97,85.60,26.15,48.99
17233,6,29,12,0,2.74,4.68,11.76,1.231,427.27,28.02,414.47,32.46,71.67,25.07,50.08
17243,6,29,14,30,2.58,20.05,1.11,1.083,431.12,28.37,416.67,32.38,61.93,24.83,49.88
17245,6,29,15,0,2.55,5.35,6.37,1.048,431.02,28.38,418.40,32.28,66.33,24.99,49.80
17246,6,29,15,15,2.53,5.84,13.40,1.031,425.64,28.66,420.40,32.17,64.87,25.16,49.75
17255,6,29,17,30,2.45,173.33,0.00,1.020,346.91,25.91,415.00,32.47,192.47,25.19,50.46
17264,6,29,19,45,2.50,148.00,0.00,0.877,369.39,25.19,414.47,32.50,198.47,24.25,50.52
17270,6,29,21,15,2.50,29.18,35.44,0.689,378.98,26.34,304.27,31.97,223.33,25.20,50.52
17271,6,29,21,30,2.48,153.65,0.00,0.657,378.42,26.45,411.33,32.54,284.87,25.22,51.16
17272,6,29,21,45,2.48,176.33,0.00,0.631,367.69,26.39,417.27,32.48,285.93,25.21,51.16
17284,6,30,0,45,2.88,429.11,0.00,0.679,452.60,27.94,431.87,34.16,155.00,0.00,51.83
17285,6,30,1,0,2.93,427.13,0.00,0.739,464.30,27.93,432.47,34.12,153.00,0.00,51.93
17287,6,30,1,30,3.02,432.04,0.00,0.892,489.76,27.87,430.20,34.24,153.53,0.00,51.93
17288,6,30,1,45,3.06,449.17,0.00,0.976,483.97,27.94,426.13,34.50,151.33,0.00,52.14
17290,6,30,2,15,3.15,446.08,0.00,1.129,489.03,27.82,422.40,34.67,150.60,0.00,52.29
17294,6,30,3,15,3.34,448.17,0.00,1.401,469.99,29.38,419.27,34.74,150.20,0.00,52.48
17295,6,30,3,30,3.39,455.88,0.00,1.473,481.26,29.40,419.33,34.80,149.93,0.00,52.46
17298,6,30,4,15,3.53,436.05,0.00,1.727,471.98,29.44,419.80,34.73,149.87,0.00,52.45
17303,6,30,5,30,3.74,354.66,0.00,2.167,472.83,29.47,402.87,34.36,152.27,0.00,52.16
17304,6,30,5,45,3.77,372.45,0.00,2.249,497.31,29.41,401.67,34.44,149.60,0.00,52.33
17306,6,30,6,15,3.84,329.91,0.00,2.401,507.28,29.74,403.93,34.33,150.53,0.00,52.16
17307,6,30,6,30,3.86,287.51,0.00,2.480,503.60,29.76,406.67,34.15,151.13,0.00,52.07
17323,6,30,10,30,,0.00,232.35,1.659,438.43,27.33,401.07,31.86,131.87,24.84,48.54
17325,6,30,11,0,,0.00,223.37,1.564,427.35,27.44,399.13,31.93,132.40,25.03,48.86
17350,6,30,17,15,2.53,5.98,8.43,1.013,301.76,25.03,384.47,32.18,6.67,25.11,49.73
17352,6,30,17,45,2.49,22.29,0.05,0.967,306.54,25.36,384.53,32.22,7.00,24.61,49.85
17357,6,30,19,0,2.39,0.00,34.95,0.842,327.15,25.35,391.60,31.88,7.20,24.51,49.40
17363,6,30,20,30,2.28,140.97,0.00,0.649,456.56,25.58,388.67,32.07,231.40,24.87,50.37
17366,6,30,21,15,2.26,43.35,0.00,0.508,422.06,27.83,390.20,31.99,163.67,25.23,49.92
17370,6,30,22,15,2.22,107.50,0.00,0.403,368.73,26.82,387.93,32.14,165.47,24.78,50.05
17372,6,30,22,45,2.22,356.29,0.00,0.389,341.73,26.04,405.00,32.79,345.93,24.98,51.97
17373,6,30,23,0,2.25,402.57,0.00,0.375,350.44,26.39,405.73,33.10,357.00,6.42,52.42
17379,7,1,0,30,2.45,307.25,0.00,0.518,523.32,29.34,417.53,33.02,93.53,0.00,50.67
17384,7,1,1,45,2.60,325.03,0.00,0.898,546.55,29.27,413.47,33.20,69.93,0.00,50.68
17388,7,1,2,45,2.70,324.80,0.00,1.174,514.88,30.52,410.60,33.31,69.40,0.00,50.77
17390,7,1,3,15,2.76,267.71,0.00,1.307,515.32,30.42,413.33,33.12,80.40,0.00,50.58
17404,7,1,6,45,2.94,68.47,1.45,2.364,475.32,27.99,395.27,32.83,77.20,0.00,50.47
17408,7,1,7,45,2.89,48.08,0.00,2.249,446.34,26.21,397.73,32.69,114.80,3.46,50.53
17418,7,1,10,15,2.71,14.52,3.13,1.609,513.55,29.86,394.13,32.50,109.13,25.11,50.16
17428,7,1,12,45,2.54,39.26,0.00,1.446,440.41,28.92,396.27,32.39,101.07,24.92,50.04
17431,7,1,13,30,2.51,42.39,0.00,1.435,427.32,28.95,396.40,32.38,105.53,24.84,49.98
17436,7,1,14,45,2.46,82.75,0.00,1.377,394.73,27.44,397.67,32.34,159.87,24.23,50.25
17439,7,1,15,30,2.44,98.33,0.00,1.334,392.07,27.44,396.40,32.43,157.73,25.44,50.30
17444,7,1,16,45,2.44,116.80,0.00,1.282,330.33,25.82,396.73,32.38,160.87,24.62,50.24
17445,7,1,17,0,2.44,141.10,0.00,1.262,333.99,25.93,398.13,32.31,160.67,24.98,50.23
17453,7,1,19,0,2.43,78.51,0.00,1.061,361.98,25.31,399.40,32.29,142.33,25.30,50.03
17463,7,1,21,30,2.36,86.85,0.00,0.737,457.91,28.82,392.47,32.30,143.00,24.98,50.11
17465,7,1,22,0,2.36,157.36,0.00,0.694,420.52,27.97,397.73,32.38,201.60,24.42,50.50
17466,7,1,22,15,2.36,164.26,0.00,0.675,418.36,27.86,396.00,32.47,201.47,24.94,50.47
17471,7,1,23,30,2.44,310.48,0.00,0.596,342.81,25.71,386.73,33.00,251.60,0.07,51.47
17490,7,2,4,15,3.17,429.21,0.00,1.881,463.03,30.03,406.87,34.39,132.80,0.00,52.12
17511,7,2,9,30,3.65,0.00,83.63,2.046,447.20,25.98,382.00,33.03,99.07,25.32,50.54
17514,7,2,10,15,3.54,0.00,172.79,1.751,435.95,26.55,395.53,32.33,8.87,25.71,49.89
17520,7,2,11,45,3.29,0.00,144.77,1.277,417.54,27.06,394.80,32.39,9.53,25.29,49.71
17530,7,2,14,15,2.87,0.00,232.94,0.998,477.75,28.33,373.00,31.44,123.47,24.51,48.40
17535,7,2,15,30,2.68,76.06,0.00,0.873,494.80,30.55,354.27,32.52,116.67,25.32,50.36
17538,7,2,16,15,2.66,99.01,0.00,0.870,468.13,30.91,356.93,32.49,119.40,24.96,50.35
17539,7,2,16,30,2.66,128.37,0.00,0.869,424.78,29.63,398.20,32.68,119.00,25.41,50.35
17541,7,2,17,0,2.67,140.24,0.00,0.869,393.33,27.88,427.87,32.72,121.20,25.04,50.30
17543,7,2,17,30,2.67,120.21,0.00,0.870,404.36,27.88,426.40,32.67,122.60,24.63,50.33
17545,7,2,18,0,2.69,188.79,0.00,0.869,441.18,27.84,423.93,32.80,203.07,24.44,50.69
17559,7,2,21,30,2.70,75.08,0.00,0.418,466.42,28.85,411.67,32.68,109.33,24.53,50.34
17563,7,2,22,30,2.70,198.69,0.00,0.326,421.16,27.90,391.60,32.78,161.13,24.81,50.84
17564,7,2,22,45,2.71,249.13,0.00,0.320,426.18,28.39,390.13,32.86,206.87,24.35,50.98
17565,7,2,23,0,2.73,284.15,0.00,0.315,434.92,28.34,385.60,33.08,205.73,6.10,51.19
17567,7,2,23,30,2.78,288.59,0.00,0.295,431.82,28.38,385.93,33.12,204.87,0.07,51.20
17571,7,3,0,30,2.87,298.70,0.00,0.397,536.78,28.44,383.87,33.25,121.60,0.00,50.92
17585,7,3,4,0,3.37,408.14,0.00,1.483,519.98,31.75,368.73,34.22,133.93,0.00,51.93
17588,7,3,4,45,3.48,399.98,0.00,1.785,507.76,31.97,368.53,34.31,131.87,0.00,52.09
17593,7,3,6,0,3.67,377.02,0.00,2.241,527.45,31.54,366.87,34.41,109.47,0.00,52.10
17595,7,3,6,30,3.74,342.35,0.00,2.411,485.68,29.22,370.07,34.30,109.13,0.00,51.96
17597,7,3,7,0,3.81,541.47,0.00,2.475,257.87,23.84,388.27,35.62,347.93,0.00,54.86
17602,7,3,8,15,4.01,217.80,0.00,2.345,386.15,25.86,413.40,34.14,151.47,26.55,51.94
17620,7,3,12,45,3.50,0.00,206.94,1.627,476.77,29.00,440.33,32.28,185.67,27.65,48.65
17621,7,3,13,0,3.45,0.00,208.63,1.613,482.31,29.73,424.47,32.15,182.53,24.60,48.64
17623,7,3,13,30,3.35,0.00,198.67,1.585,475.11,29.71,398.47,32.07,182.67,24.76,48.64
17626,7,3,14,15,3.20,0.00,175.93,1.502,551.74,31.45,398.53,32.10,174.27,25.11,48.70
17634,7,3,16,15,2.89,0.00,69.15,1.420,445.34,29.39,393.80,32.41,186.73,24.20,49.03
17636,7,3,16,45,2.83,0.00,87.13,1.420,412.57,29.46,397.93,32.16,185.13,25.22,48.77
17642,7,3,18,15,2.69,8.87,7.41,1.373,419.00,27.93,396.47,32.31,5.93,25.12,49.69
17644,7,3,18,45,2.65,13.31,3.71,1.329,458.51,28.86,397.20,32.31,11.07,25.13,49.82
17646,7,3,19,15,2.63,100.25,0.00,1.299,460.56,28.86,394.47,32.48,124.40,24.85,50.31
17659,7,3,22,30,2.53,220.25,0.00,1.080,405.87,28.88,394.47,32.56,207.67,24.87,50.78
17660,7,3,22,45,2.55,252.79,0.00,1.080,399.91,28.86,391.73,32.74,206.93,25.14,50.77
17665,7,4,0,0,2.67,324.79,0.00,1.097,513.41,27.80,384.27,33.20,181.53,0.00,51.05
17667,7,4,0,30,2.73,323.63,0.00,1.211,508.34,27.96,404.13,33.32,124.07,0.00,51.01
17668,7,4,0,45,2.75,374.09,0.00,1.262,501.60,28.25,401.60,33.49,140.60,0.00,51.36
17669,7,4,1,0,2.79,379.33,0.00,1.311,520.09,28.72,420.07,33.68,140.40,0.00,51.34
17670,7,4,1,15,2.83,414.01,0.00,1.376,519.42,28.99,446.00,33.99,137.20,0.00,51.54
17684,7,4,4,45,3.30,325.67,0.00,2.368,505.86,28.85,404.87,33.73,159.27,0.00,51.60
17699,7,4,8,30,3.29,0.00,160.19,2.560,584.40,29.93,399.93,32.19,9.67,25.19,49.58
17710,7,4,11,15,2.88,0.00,120.22,1.889,533.03,30.97,395.20,32.24,14.27,25.21,49.81
17713,7,4,12,0,2.84,67.81,0.00,1.827,471.72,29.95,389.27,32.64,195.07,25.10,50.73
17718,7,4,13,15,2.81,33.22,0.00,1.737,404.03,25.90,389.53,32.71,126.93,24.27,50.56
17719,7,4,13,30,2.80,42.05,0.00,1.701,409.43,25.88,388.60,32.73,125.87,25.16,50.48
17723,7,4,14,30,2.72,0.00,43.49,1.549,454.27,25.46,397.33,32.31,8.20,25.99,49.76
17725,7,4,15,0,2.67,0.00,42.05,1.476,394.87,25.85,399.20,32.23,9.13,25.65,49.67
17732,7,4,16,45,2.57,104.37,0.00,1.337,404.10,27.99,393.87,32.49,128.67,24.66,50.37
17733,7,4,17,0,2.57,131.71,0.00,1.330,401.62,27.99,391.87,32.61,126.07,24.77,50.40
17739,7,4,18,30,2.52,5.25,9.69,1.273,399.38,27.53,396.60,32.37,8.20,24.69,49.84
17741,7,4,19,0,2.48,3.23,18.43,1.230,412.57,27.41,401.40,32.07,8.47,24.72,49.73
17761,7,5,0,0,2.35,331.07,0.00,0.656,497.62,27.78,388.40,32.82,205.67,0.00,50.85
17763,7,5,0,30,2.41,390.64,0.00,0.757,534.77,28.93,404.07,33.28,158.53,0.00,51.18
17769,7,5,2,0,2.62,386.33,0.00,1.183,545.32,32.07,400.73,33.41,92.53,0.00,51.06
17778,7,5,4,15,2.93,377.75,0.00,1.961,516.78,32.48,408.13,33.71,83.80,0.00,51.27
17782,7,5,5,15,3.08,305.19,0.00,2.324,537.27,32.43,414.73,33.57,82.40,0.00,51.16
17791,7,5,7,30,3.23,174.81,0.00,2.772,447.35,26.28,419.80,33.21,178.80,17.08,51.16
17794,7,5,8,15,3.24,77.45,0.00,2.607,458.25,25.83,420.13,33.18,179.60,25.16,51.18
17798,7,5,9,15,3.22,85.12,0.00,2.178,455.89,25.93,420.80,33.15,178.93,25.37,51.24
17818,7,5,14,15,2.32,0.00,148.29,1.454,441.00,27.84,408.13,31.37,107.67,24.67,48.46
17819,7,5,14,30,2.28,0.00,138.64,1.423,440.67,27.84,407.40,31.44,109.20,25.31,48.51
17825,7,5,16,0,2.13,191.39,0.00,1.298,413.66,27.74,395.60,32.20,171.33,24.85,50.17
17828,7,5,16,45,2.16,225.46,0.00,1.280,395.74,27.90,432.80,32.35,169.07,24.86,50.29
17832,7,5,17,45,2.22,245.31,0.00,1.270,400.64,27.87,430.87,32.41,245.27,25.21,50.69
17838,7,5,19,15,2.25,123.75,0.00,1.225,423.64,27.68,417.60,31.76,127.27,24.76,49.53
17842,7,5,20,15,2.25,234.95,0.00,1.149,432.29,28.04,408.20,32.38,258.80,25.10,50.84
17843,7,5,20,30,2.27,187.93,0.00,1.124,438.05,27.35,409.93,32.29,254.53,24.61,50.69
17847,7,5,21,30,2.29,114.54,0.00,1.015,429.76,28.12,409.40,32.14,185.00,24.76,50.15
17848,7,5,21,45,2.29,146.31,0.00,0.999,430.36,28.03,410.47,32.32,184.87,24.79,50.31
17851,7,5,22,30,2.30,244.13,0.00,0.950,425.36,28.20,438.53,32.61,183.60,25.22,50.38
17852,7,5,22,45,2.31,273.69,0.00,0.940,410.66,27.81,437.27,32.65,183.60,24.41,50.45
17856,7,5,23,45,2.40,254.77,0.00,0.910,403.72,27.18,433.27,32.76,56.40,0.00,50.31
17866,7,6,2,15,2.61,335.99,0.00,1.579,565.56,31.97,412.20,33.27,90.93,0.00,50.73
17885,7,6,7,0,2.95,166.43,0.00,2.953,430.90,27.40,428.80,33.10,144.27,0.00,50.97
17898,7,6,10,15,2.65,0.00,63.07,2.183,484.56,28.38,423.27,32.05,9.33,25.23,49.50
17905,7,6,12,0,2.45,73.82,13.16,1.897,428.09,27.76,418.87,32.40,100.53,24.75,49.99
17914,7,6,14,15,2.32,0.00,38.39,1.629,444.25,26.34,427.67,32.05,7.00,24.78,49.30
17922,7,6,16,15,2.21,186.29,0.00,1.397,393.31,27.46,442.53,32.43,127.27,24.76,49.97
17923,7,6,16,30,2.21,177.85,0.00,1.384,387.59,27.22,444.80,32.29,129.60,24.95,49.88
17928,7,6,17,45,2.24,167.35,0.00,1.316,403.08,27.39,443.13,32.31,127.00,24.85,49.91
17935,7,6,19,30,2.22,68.15,0.00,1.163,411.72,27.38,442.13,32.35,80.20,24.99,49.73
17940,7,6,20,45,2.15,2.55,18.99,1.018,441.91,26.48,447.07,31.98,90.67,25.17,49.31
17942,7,6,21,15,2.11,88.77,0.00,0.965,434.32,27.89,444.60,32.12,158.07,24.83,50.14
17943,7,6,21,30,2.10,131.21,0.00,0.943,434.11,27.88,439.60,32.12,157.60,25.03,49.92
17952,7,6,23,45,2.24,384.07,0.00,0.880,400.89,27.92,427.20,33.07,201.73,0.00,51.15
17955,7,7,0,30,2.35,448.88,0.00,1.001,510.12,29.93,418.47,33.63,198.67,0.00,51.53
17960,7,7,1,45,2.53,336.65,0.00,1.395,541.28,32.20,425.73,33.24,7.40,0.00,50.69
17964,7,7,2,45,2.67,422.25,0.00,1.756,549.00,32.41,416.93,33.78,122.73,0.00,51.41
17968,7,7,3,45,2.84,430.19,0.00,2.107,492.26,31.46,422.47,34.07,109.53,0.00,51.61
17979,7,7,6,30,3.26,348.09,0.00,3.051,349.91,17.34,431.60,33.92,184.53,0.00,51.85
17983,7,7,7,30,3.35,167.79,0.00,2.972,437.13,25.64,415.60,33.42,198.80,17.47,51.54
17986,7,7,8,15,3.35,78.07,0.00,2.726,478.38,24.20,419.00,33.19,198.93,24.86,51.21
17989,7,7,9,0,3.31,0.00,52.85,2.371,607.07,28.80,422.60,33.01,7.00,24.73,50.27
17991,7,7,9,30,3.26,0.00,67.67,2.158,568.61,28.90,426.93,32.75,8.00,25.34,50.00
17992,7,7,9,45,3.22,0.00,62.87,2.063,550.57,28.98,428.47,32.65,7.20,31.11,49.88
17996,7,7,10,45,3.11,0.00,49.43,1.822,489.34,28.78,428.13,32.68,7.27,25.53,49.89
17997,7,7,11,0,3.08,0.00,52.67,1.771,493.69,28.82,428.00,32.69,7.27,25.30,50.06
18010,7,7,14,15,2.59,0.00,150.69,1.270,488.20,28.73,424.73,31.56,99.47,25.30,48.75
18012,7,7,14,45,2.50,0.00,108.93,1.210,467.35,28.80,410.93,31.71,98.93,24.84,48.68
18016,7,7,15,45,2.38,95.63,0.00,1.085,426.27,27.67,400.67,32.33,122.60,25.26,50.05
18018,7,7,16,15,2.38,195.75,0.00,1.059,408.31,27.81,400.53,32.44,170.07,25.97,50.45
18024,7,7,17,45,2.47,269.81,0.00,1.003,408.52,27.85,438.53,32.84,241.47,25.04,51.10
18030,7,7,19,15,2.54,179.59,0.00,0.926,422.39,27.81,439.60,32.71,184.40,25.31,50.53
18033,7,7,20,0,2.56,185.62,0.00,0.826,456.32,25.81,441.33,32.58,183.60,24.95,50.63
18039,7,7,21,30,2.55,42.48,3.04,0.485,448.26,27.82,437.27,32.46,127.53,25.15,50.03
18044,7,7,22,45,2.53,267.45,0.00,0.370,431.35,29.46,415.20,32.81,247.47,24.24,51.15
18048,7,7,23,45,2.63,360.68,0.00,0.370,412.76,27.86,425.93,33.32,188.93,0.00,51.26
18051,7,8,0,30,2.73,260.02,0.00,0.502,595.31,30.88,428.73,33.22,7.20,0.00,50.56
18055,7,8,1,30,2.80,300.14,0.00,0.797,580.50,31.84,428.73,33.27,6.93,0.00,50.73
18058,7,8,2,15,2.87,279.03,0.00,1.047,568.66,32.36,429.73,33.18,7.33,0.00,50.47
18059,7,8,2,30,2.89,295.09,0.00,1.121,549.03,32.45,427.93,33.31,7.60,0.00,50.60
18060,7,8,2,45,2.92,348.76,0.00,1.201,563.49,32.37,423.33,33.56,52.40,0.00,51.25
18063,7,8,3,30,3.01,337.22,0.00,1.428,538.37,32.57,422.20,33.68,71.67,0.00,51.20
18071,7,8,5,30,3.14,169.61,0.00,2.087,572.81,32.22,428.13,33.28,7.00,0.00,50.63
18072,7,8,5,45,3.15,166.96,0.00,2.172,577.50,32.23,428.73,33.30,6.87,0.00,50.71
18073,7,8,6,0,3.15,132.52,0.00,2.253,596.97,31.09,431.00,33.13,6.67,0.00,50.59
18074,7,8,6,15,3.15,118.15,0.00,2.327,588.45,31.65,429.60,33.22,7.13,0.00,50.62
18078,7,8,7,15,3.16,149.26,0.00,2.406,460.30,25.71,406.33,33.29,155.67,0.00,51.17
18080,7,8,7,45,3.16,103.93,0.00,2.267,455.23,25.60,410.60,33.07,155.13,26.04,50.97
18081,7,8,8,0,3.16,90.52,0.00,2.165,467.76,25.19,407.33,33.02,156.80,25.08,51.02
18087,7,8,9,30,3.00,0.00,91.20,1.456,588.29,27.97,423.40,32.36,7.60,24.88,49.54
18089,7,8,10,0,2.93,0.00,81.79,1.257,514.80,28.01,423.27,32.38,7.47,26.24,49.71
18090,7,8,10,15,2.90,0.00,65.44,1.175,494.81,27.93,420.00,32.56,7.53,25.06,49.76
