month_day_hour_min,p_uiip,p_f,p_pu
1000,20.3,29.93,47.76
1001,20.12,30.18,47.72
1002,19.29,30.14,47.95
1003,20.61,30.39,48.18
1004,20.6,30.18,47.95
1005,18.9,30.19,48.34
1006,19.87,30.07,47.76
1007,20.31,29.8,47.64
1008,20.59,29.93,47.65
1009,20.65,29.97,47.63
1010,20.52,29.54,47.16
1011,20.51,29.68,47.61
1012,20.3,29.88,47.95
1013,20.82,29.58,47.38
1014,20.74,29.49,47.11
1015,20.61,29.6,47.46
1016,20.71,29.78,47.99
1017,20.59,29.9,48.02
1018,20.55,29.93,48.07
1019,20.5,29.9,48.11
1020,20.63,30.12,48.2
1021,20.8,29.94,48.16
1022,20.62,30.41,48.87
1023,20.73,30.24,48.64
1024,20.78,30.01,48.44
1025,20.46,30.46,48.88
1026,20.65,30.38,48.54
1027,20.37,30.14,48.65
1028,20.57,30.32,48.77
1029,20.61,30.25,48.82
1030,20.79,30.01,48.56
1031,20.73,29.88,48.41
1032,20.54,30.25,48.86
1033,20.69,30.03,48.5
1034,20.81,29.99,48.33
1035,20.73,29.93,48.5
1036,20.65,29.88,48.51
1037,20.51,30.03,48.79
1038,20.66,30.14,49.2
1039,20.7,30.16,49.1
1040,20.44,30.03,49.11
1041,20.48,30.03,49.65
1042,20.66,30.1,49.44
1043,20.81,29.97,49.07
1044,20.54,30.36,49.35
1045,20.73,30.1,49.28
1046,20.68,29.97,48.52
1047,20.61,29.97,48.09
1048,20.74,30.05,48.2
1049,20.73,30.11,48.13
1050,20.56,29.99,47.84
1051,20.56,30.22,48.31
1052,20.59,30.2,48.27
1053,20.66,30.39,48.35
1054,20.64,30.44,48.31
1055,20.6,30.31,48.32
1056,16.83,30.35,48.04
1057,13.27,30.33,48.12
1058,15.46,30.33,48.12
1059,16.29,30.33,47.93
1060,17.84,30.16,48.05
1061,17.18,30.12,48.05
1062,17.45,30.16,48.03
1063,16.29,30.22,48.02
1064,16.43,30.15,48.04
1065,18.33,30.22,48.3
1066,18.33,30.27,48.32
1067,18.55,30.27,48.41
1068,18.49,30.14,48.21
1069,18.88,30.07,48.13
1070,18.67,30.15,48.24
1071,18.46,30.44,48.44
1072,18.49,30.2,48.37
1073,18.34,30.31,48.27
1074,18.65,30.29,48.44
1075,18.56,30.45,48.52
1076,18.49,30.39,48.44
1077,18.76,30.4,48.47
1078,18.57,30.3,48.26
1079,18.95,30.08,47.88
1080,19.37,29.8,47.53
1081,19.14,29.54,47.66
1082,19.48,30.09,48.34
1083,19.11,29.95,48.49
1084,19.35,29.99,48.59
1085,21.73,29.96,49.22
1086,21.6,30.04,49.22
1087,21.65,29.87,48.95
1088,21.65,29.75,48.33
1089,21.71,29.81,48.32
1090,21.65,29.84,48.37
1091,21.71,29.81,48.35
1092,21.58,29.69,48.16
1093,21.65,29.59,48.27
1094,21.68,29.47,48.09
1095,21.46,29.62,47.79
1096,21.17,29.18,47.25
1097,21.18,27.95,45.97
1098,21.15,27.81,47.63
1099,21.26,31.12,51.07
1100,21.19,30.32,50.22
1101,21.17,31.52,51.26
1102,21.15,30.03,49.46
1103,21.17,29.88,49.37
1104,21.16,29.79,49.4
1105,21.16,30.51,49.88
1106,21.16,29.56,49.05
1107,21.14,29.76,49.36
1108,21.13,30.02,49.52
1109,21.1,29.23,48.82
1110,20.67,29.13,48.78
1111,20.61,29.75,49.39
1112,20.79,30,49.58
1113,20.88,30.43,49.95
1114,21.06,31.51,50.94
1115,21.39,32.14,51.65
1116,21.23,31.9,51.44
1117,21.27,33.33,52.82
1118,21.08,33.55,52.8
1119,21.16,32.8,51.66
1120,21.49,32.55,51.5
1121,21.21,32.95,51.84
1122,21.46,32.64,51.54
1123,21.44,31.82,50.59
1124,21.2,31.1,49.9
1125,21.14,32.27,51.33
1126,21.04,31.89,50.74
1127,20.65,31.93,50.84
1128,20.78,30.04,49.01
1129,20.73,29.64,48.55
1130,21.1,29.88,49.09
1131,20.98,29.44,48.66
1132,20.84,30.02,49.03
1133,20.79,30.14,49.22
1134,20.8,29.1,48.47
1135,20.65,29.97,49.82
1136,20.71,29.61,49.69
1137,20.56,30.8,50.7
1138,20.76,32.22,52.22
1139,20.73,30.97,50.44
1140,20.64,33.01,52.35
1141,20.81,31.9,50.63
1142,21.08,32.05,50.62
1143,21.23,32.05,50.39
1144,20.96,33.9,52.42
1145,21.15,33.59,52.03
1146,21.55,32.74,50.76
1147,21.7,32.97,50.98
1148,21.14,33.03,51
1149,23.18,33.4,51.12
1150,26.35,35.14,53.22
1151,28.5,35.05,52.82
1152,28.19,35.98,54.18
1153,28.18,36.05,54.04
1154,27.48,35.99,53.99
1155,28.02,36.08,54.16
1156,28.18,35.71,53.71
1157,28.46,35.96,53.86
1158,28.67,35.98,53.76
1159,28.82,35.9,53.65
1160,27.98,36.05,53.99
1161,27.87,36.19,54.32
1162,27.9,36.16,54.14
1163,28.5,36.14,54.11
1164,28.59,36.13,54.05
1165,28.69,35.2,52.96
1166,28.67,33.73,51.73
1167,28.61,33.29,51.26
1168,28.35,31.63,49.38
1169,28.24,31.39,49.16
1170,28.66,33.4,51.27
1171,28.71,33.92,51.81
1172,28.73,31.31,49.1
1173,28.5,32.95,50.57
1174,27.46,33.03,51.03
1175,21.16,31.19,49.24
1176,19.84,29.25,47.46
1177,20.08,27.44,45.74
1178,20.11,26.37,44.67
1179,20.1,29.94,49.35
1180,20.18,30.37,49.8
1181,20.14,28.75,48.33
1182,20.22,29,48.46
1183,20.18,31.59,51.35
1184,20.05,32.99,52.78
1185,20.01,32.52,52.56
1186,20.22,33.3,52.93
1187,20.24,33.11,52.8
1188,20.27,32.33,52.05
1189,20.27,33.05,52.8
1190,20.07,32.67,52.5
1191,20.01,31.47,51.24
1192,20.23,31.41,51.21
1193,20.3,33.1,52.95
1194,20.13,33.27,52.86
1195,20.05,32.95,52.59
1196,20.16,33.56,53.03
1197,20.31,33.72,53.05
1198,20.14,33.52,53.04
1199,20.17,33.37,52.8
1200,20.16,33.44,52.73
1201,19.7,29.88,49.76
1202,19.76,29.97,49.94
1203,19.71,29.91,50.03
1204,19.93,29.82,49.86
1205,19.65,29.97,49.99
1206,19.78,29.81,49.96
1207,20.05,29.92,50.16
1208,20.12,29.8,49.9
1209,20.67,29.78,49.99
1210,20.58,29.91,50.01
1211,20.63,29.95,50.03
1212,20.56,30.1,50.18
1213,20.82,30.05,50.1
1214,20.79,30.16,50.28
1215,20.49,29.99,50.1
1216,20.72,29.85,50.14
1217,20.62,30.03,50.12
1218,20.77,30.03,50.12
1219,20.74,29.92,50.05
1220,20.59,30.12,50.12
1221,20.59,29.96,49.99
1222,20.61,30.03,50.14
1223,20.71,30.03,50.05
1224,20.73,29.99,50.05
1225,20.63,29.99,50
1226,20.85,30.06,50.02
1227,20.61,30.1,50.08
1228,20.61,30.1,50.05
1229,20.54,30.08,50.13
1230,20.69,29.82,49.88
1231,20.69,29.95,49.97
1232,20.62,29.93,50.04
1233,20.63,29.93,50
1234,20.6,30.13,50.31
1235,20.61,30.16,50.19
1236,20.73,30.25,50.26
1237,20.78,30.44,50.45
1238,20.81,30.79,50.73
1239,19.95,30.73,50.85
1240,19.76,30.8,50.93
1241,19.96,30.69,50.76
1242,20.56,31.17,51.16
1243,20.51,31.21,51.33
1244,25.01,31.56,51.54
1245,25.69,31.45,51.44
1246,25.68,31.42,50.78
1247,25.84,31.36,50.34
1248,25.63,31.32,50.4
1249,25.78,31.29,50.19
1250,25.82,31.22,49.97
1251,25.66,31.14,49.9
1252,25.71,31.03,49.73
1253,25.59,31.11,49.74
1254,25.93,31.37,50.06
1255,25.78,31.42,49.96
1256,25.81,31.46,50
1257,25.72,31.27,49.84
1258,25.76,31.59,50.32
1259,25.78,32.12,50.84
1260,25.72,31.55,50.39
1261,25.68,32.41,50.88
1262,25.69,32.22,50.75
1263,25.81,31.88,50.63
1264,25.74,31.61,50.35
1265,25.79,31.65,50.35
1266,25.67,31.5,50.55
1267,25.63,31.56,50.57
1268,25.73,31.56,50.53
1269,25.75,31.64,50.71
1270,25.8,31.38,50.29
1271,23.11,31.44,51.05
1272,20.57,31.44,51.52
1273,20.81,31.34,51.34
1274,20.65,31.22,51.25
1275,20.78,31.54,51.5
1276,19.67,31.2,51.07
1277,19.35,31.26,51.26
1278,19.1,31.4,51.15
1279,19.13,31.27,51.19
1280,19.21,31.3,51.18
1281,18.76,31.29,51.31
1282,19.26,31.26,51.28
1283,19.35,31.46,51.34
1284,18.87,31.42,51.52
1285,19,31.35,51.28
1286,19.5,31.26,51.27
1287,19.49,31.35,51.42
1288,18.85,31.35,51.35
1289,19.22,31.37,51.15
1290,19.19,31.47,51.4
1291,18.96,31.44,51.34
1292,19.01,31.39,51.31
1293,18.82,31.39,51.49
1294,19.56,31.69,51.43
1295,18.93,31.28,51.33
1296,19.03,31.47,51.31
1297,19.64,31.42,51.41
1298,19.11,31.35,51.36
1299,18.85,31.47,51.5
1300,18.82,31.51,51.27
1301,18.48,31.36,51.39
1302,18.56,31.61,51.46
1303,19.15,31.16,51.2
1304,19.35,31.51,51.46
1305,19.6,31.41,51.42
1306,19.09,31.48,51.35
1307,19.58,31.24,51.28
1308,19.84,31.36,51.5
1309,19.58,31.53,51.6
1310,19.56,31.69,51.69
1311,19.6,31.59,51.55
1312,19.98,31.82,51.9
1313,19.9,31.73,51.88
1314,19.86,31.66,51.84
1315,19.85,31.46,51.62
1316,19.86,31.58,51.63
1317,19.82,31.76,51.7
1318,19.84,31.78,51.74
1319,19.76,31.39,51.56
1320,19.62,31.65,51.67
1321,19.9,31.53,51.6
1322,19.87,31.66,51.71
1323,19.74,31.75,51.83
1324,19.74,31.83,51.63
1325,19.83,31.86,51.76
1326,19.76,31.95,51.91
1327,19.65,31.85,51.69
1328,19.63,31.9,51.91
1329,19.48,31.98,51.59
1330,19.79,31.91,51.63
1331,19.87,32.12,51.88
1332,19.65,32.22,52.05
1333,19.59,32.39,52.31
1334,19.65,32.22,52.15
1335,19.49,32.22,52.25
1336,19.71,32.44,52.39
1337,19.56,32.44,52.5
1338,19.57,32.73,52.83
1339,19.82,32.55,52.31
1340,24.43,32.7,52.16
1341,25.82,32.75,51.67
1342,25.72,32.72,51.82
1343,26.53,32.45,51.76
1344,26.8,33.1,52.09
1345,26.93,33.14,52.16
1346,26.91,33.48,52.31
1347,26.69,33.35,52.32
1348,26.86,33.67,52.81
1349,26.72,33.59,53.01
1350,26.63,33.65,52.99
1351,26.73,33.67,52.95
1352,26.69,33.8,53.12
1353,26.71,34.07,53.05
1354,26.79,33.88,53.19
1355,27.78,34.07,52.95
1356,28.12,34.06,53.27
1357,28.81,34.22,53.56
1358,28.83,34.28,53.62
1359,28.73,34.3,53.5
1360,28.71,33.78,52.83
1361,28.73,34.07,52.86
1362,28.88,34.07,53.07
1363,28.67,34.33,53.23
1364,28.78,34.01,53.05
1365,28.83,34.1,53.13
1366,25.31,33.91,52.52
1367,19.71,33.76,52.25
1368,19.57,33.65,52.2
1369,19.64,33.65,52.18
1370,19.67,33.24,51.8
1371,19.46,33.43,51.36
1372,19.16,33.26,51.43
1373,19.41,32.63,50.89
1374,20.14,32.53,50.71
1375,19.97,32.52,50.48
1376,19.42,31.98,50.29
1377,19.61,31.9,50.06
1378,19.59,31.59,49.48
1379,19.6,31.35,49.33
1380,19.69,30.97,48.99
1381,19.57,30.78,48.8
1382,19.67,30.95,48.98
1383,19.64,30.77,48.68
1384,19.82,30.63,48.72
1385,19.59,30.76,48.79
1386,19.62,30.8,48.93
1387,19.66,30.82,48.86
1388,19.7,30.69,48.85
1389,19.74,31,49.11
1390,19.56,31.03,49.1
1391,19.47,30.88,49.1
1392,19.78,31.12,49.3
1393,19.63,31.42,49.59
1394,19.82,31.13,49.22
1395,19.73,31.19,49.41
1396,19.63,31.21,49.54
1397,19.65,31.25,49.63
1398,19.68,31.17,49.49
1399,19.69,31.22,49.55
1400,19.59,31.32,49.6
1401,19.76,31.52,50.2
1402,19.65,31.52,50.25
1403,19.61,31.66,50.18
1404,19.66,31.72,50.33
1405,19.62,31.92,51.19
1406,20.11,31.9,50.86
1407,20.22,31.89,51.05
1408,20.24,31.8,51.03
1409,20.18,31.86,51.01
1410,20.02,32.02,51.33
1411,20.39,31.89,51.37
1412,20.62,31.89,51.59
1413,20.73,31.93,51.65
1414,20.67,31.98,51.73
1415,20.86,32,51.78
1416,20.76,32.16,51.87
1417,20.61,32.07,51.81
1418,20.62,32.2,51.91
1419,20.63,32.07,51.95
1420,21.22,32.2,51.9
1421,21.59,32.05,51.83
1422,21.66,31.94,51.81
1423,21.61,32.16,51.94
1424,21.59,32.15,51.86
1425,21.41,32.09,51.86
1426,20.93,32.13,51.83
1427,20.52,32.15,52.01
1428,19.63,32.46,52.08
1429,19.68,32.33,52.2
1430,19.81,32.35,52.2
1431,20.41,32.52,51.69
1432,20.85,32.21,51.33
1433,20.01,32.64,51.63
1434,20.51,32.72,51.59
1435,20.69,32.6,51.67
1436,23.71,32.61,51.73
1437,25.72,32.73,51.84
1438,25.77,33.02,52.08
1439,25.81,32.95,52.03
1440,25.78,33.27,52.39
1441,25.84,34.07,53.23
1442,25.72,33.83,53.24
1443,25.72,33.95,53.33
1444,25.79,34.11,53.22
1445,25.78,34.1,53.15
1446,24.53,34.2,53.42
1447,23.19,34.03,52.81
1448,22.67,33.73,52.59
1449,22.61,34.03,52.65
1450,22.63,33.99,52.66
1451,22.59,33.83,52.39
1452,22.65,33.88,52.45
1453,22.65,34.04,52.5
1454,22.64,33.88,52.35
1455,22.67,34.09,52.59
1456,23.46,34.1,52.65
1457,23.62,33.97,52.41
1458,23.66,33.86,52.28
1459,23.67,34.12,52.54
1460,23.73,34.15,52.45
1461,23.54,33.99,52.33
1462,23.64,34.17,52.65
1463,21.68,34.29,52.41
1464,19.51,34.14,52.63
1465,19.55,33.92,52.36
1466,19.63,33.59,52.09
1467,19.59,33.62,52.1
1468,18.99,33.35,51.72
1469,18.88,33.65,52.2
1470,19.54,33.83,52.16
1471,19.39,33.5,51.93
1472,19.34,33.27,51.74
1473,19.25,33.07,51.55
1474,18.98,33.78,52.14
1475,18.98,33.78,52.14
1476,19.65,32.12,50.45
1477,19.76,31.79,49.98
1478,19.52,31.42,49.76
1479,19.59,31.37,49.52
1480,19.75,31.1,49.33
1481,19.5,31.48,49.63
1482,19.07,31.43,49.54
1483,18.54,31.46,49.78
1484,18.65,31.51,49.7
1485,19.07,31.44,49.61
1486,19.03,31.48,49.73
1487,18.79,31.59,49.89
1488,18.81,31.7,49.89
1489,18.88,31.85,49.95
1490,18.86,31.75,49.97
1491,19.25,31.9,50.2
1492,19.01,31.88,50.57
1493,19.2,32.27,50.66
1494,19.27,32.24,50.63
1495,19.31,32.1,50.73
1496,19.46,32.43,51.44
1497,19.55,32.33,51.68
1498,19.58,32.5,51.82
1499,19.7,32.54,51.78
1500,19.71,32.48,51.71
1501,19.67,32.46,51.82
1502,19.76,32.76,52.12
1503,19.97,32.56,52.29
1504,20.16,32.7,52.32
1505,19.73,32.55,51.96
1506,19.48,32.62,51.4
1507,19.47,32.43,51.39
1508,20.76,32.62,51.44
1509,20.34,32.66,51.41
1510,20.14,32.66,51.29
1511,20.62,32.36,51.21
1512,20.96,32.5,51.75
1513,21.55,32.56,52.34
1514,21.27,32.63,52.31
1515,20.71,32.43,52.25
1516,21.39,32.57,52.13
1517,20.65,32.56,52.2
1518,20.62,32.64,52.12
1519,20.65,32.58,52.07
1520,20.66,32.61,52.14
1521,20.78,32.51,52.26
1522,20.65,32.54,52.1
1523,20.69,32.54,52.22
1524,20.65,32.92,52.46
1525,20.95,32.9,52.48
1526,21.18,33.16,52.84
1527,21.37,33.16,53.05
1528,21.19,33.18,53.1
1529,21.27,33.33,53.29
1530,21.36,33.29,53.15
1531,21.61,33.7,53.54
1532,25.36,33.42,53.34
1533,25.71,33.98,53.79
1534,25.76,34.32,54.03
1535,25.75,34.3,54.04
1536,25.77,34.46,54.04
1537,25.61,34.31,54.03
1538,25.78,34.5,54.16
1539,25.83,34.65,54.16
1540,25.69,34.37,53.2
1541,25.76,33.78,52.69
1542,25.71,34.16,53.06
1543,25.62,34.27,53.12
1544,25.71,34.23,53.52
1545,25.75,34.1,53.53
1546,25.82,34.03,53.43
1547,25.61,34.29,53.57
1548,25.64,34.09,53.63
1549,25.85,34.39,53.73
1550,25.85,34.44,53.67
1551,25.67,34.37,53.8
1552,25.71,34.46,53.81
1553,25.69,34.29,53.18
1554,23.89,33.54,51.56
1555,21.7,33.75,52.07
1556,21.58,33.82,52.25
1557,21.63,33.9,52.32
1558,21.29,33.73,52.16
1559,19.93,33.52,52.1
1560,19.84,33.39,52.03
1561,20.44,33.33,52.43
1562,20.24,32.33,50.48
1563,20.65,31.39,48.5
1564,20.26,31,48.12
1565,20.03,30.8,48.03
1566,18.71,30.69,47.76
1567,18.67,30.52,47.76
1568,18.67,30.83,47.76
1569,18.67,30.61,47.76
1570,18.67,30.46,47.76
1571,18.67,30.35,47.76
1572,18.67,30.1,47.76
1573,18.67,30.19,47.76
1574,18.67,30.2,47.76
1575,18.67,29.95,47.76
1576,18.67,30,47.76
1577,18.67,30.14,47.76
1578,18.67,30.56,47.76
1579,18.67,30.28,47.76
1580,18.67,30.22,47.76
1581,18.67,30.24,47.76
1582,18.67,30.49,47.76
1583,18.67,30.41,47.76
1584,18.67,30.29,47.76
1585,18.67,30.09,47.76
1586,18.67,30.23,47.76
1587,18.67,30.09,47.76
1588,19.13,30.01,47.41
1589,19.71,29.71,47.24
1590,19.8,29.67,47.06
1591,19.76,30.71,49.42
1592,20.05,31.07,49.75
1593,20.19,31.39,49.93
1594,20.27,31.62,51.04
1595,20.23,31.69,51.02
1596,20.18,31.69,50.93
1597,20.33,31.71,51.27
1598,20.07,31.52,51.07
1599,20.19,31.76,51.22
1600,20.58,32.12,51.85
1601,20.73,31.91,51.71
1602,20.65,32,51.75
1603,20.65,32.17,51.97
1604,20.65,31.78,51.71
1605,20.7,31.88,51.76
1606,20.84,31.86,51.82
1607,20.8,31.9,51.66
1608,20.7,31.82,51.55
1609,20.65,31.93,51.6
1610,20.68,31.82,51.59
1611,20.7,31.54,51.39
1612,20.48,31.91,51.64
1613,20.9,31.67,51.59
1614,21.05,31.5,51.37
1615,21.27,31.91,51.63
1616,21.09,31.95,51.71
1617,20.97,31.82,51.57
1618,20.59,31.79,51.63
1619,20.59,31.79,51.75
1620,20.39,32.17,51.86
1621,20.61,32.14,51.87
1622,20.69,32.34,52
1623,20.48,32.44,52.24
1624,20.61,32.43,52.2
1625,20.62,32.6,52.37
1626,20.57,32.81,52.78
1627,20.08,32.93,53.02
1628,20.27,32.97,52.52
1629,21.16,33,51.95
1630,21.82,32.67,51.05
1631,22.42,32.85,51.1
1632,22.54,32.9,51.06
1633,22.73,32.84,51.07
1634,22.7,32.92,51.24
1635,22.65,33.14,51.45
1636,22.63,33.05,50.99
1637,22.71,32.99,51.38
1638,22.57,32.81,51.07
1639,22.67,32.95,51.35
1640,22.99,33.26,51.76
1641,23.37,33.18,51.59
1642,24.62,33.09,51.47
1643,24.52,33.1,51.4
1644,24.88,32.9,51.09
1645,24.69,32.95,51.06
1646,24.72,33.15,51.44
1647,23.83,33.2,51.55
1648,22.99,33.39,51.82
1649,22.4,33.12,51.47
1650,21.67,33.27,51.69
1651,22.16,33.65,52.11
1652,21.78,33.31,51.7
1653,17.23,33.33,51.67
1654,14.14,33.07,52.39
1655,19.93,33.28,52.41
1656,20.45,33.36,52.6
1657,20.67,32.82,51.09
1658,20.76,32.42,50.65
1659,20.63,32.25,50.39
1660,20.08,32.02,50.23
1661,20.07,32,50.13
1662,18.94,32.1,50.28
1663,20.64,32.71,50.65
1664,20.59,33.08,50.56
1665,20.65,32.9,50.34
1666,20.67,31.63,49.65
1667,20.61,31.56,49.61
1668,20.65,31.16,49.18
1669,20.56,30.48,48.54
1670,20.63,30.18,47.73
1671,20.71,30.12,47.99
1672,20.65,30.02,47.73
1673,20.54,29.78,47.76
1674,20.71,29.95,47.72
1675,20.63,29.84,47.76
1676,20.69,29.9,47.85
1677,20.7,29.99,47.56
1678,20.56,29.99,48.33
1679,20.7,30.56,49.19
1680,20.69,30.7,49.39
1681,20.63,30.56,49.13
1682,20.8,30.88,49.29
1683,20.82,31.02,49.49
1684,0,0,0
1685,0,0,0
1686,20.76,30.22,47.71
1687,20.72,30.03,47.81
1688,20.8,29.95,47.86
1689,20.7,30.05,48.03
1690,20.95,30.58,48.35
1691,20.48,30.64,48.76
1692,20.82,31.02,49.12
1693,20.76,31.15,49.29
1694,20.72,31.07,49.25
1695,20.56,31.07,49.16
1696,20.9,31.02,49.22
1697,20.49,31.14,49.22
1698,20.78,30.94,48.95
1699,20.65,30.99,49.1
1700,20.5,30.74,49.03
1701,20.88,31,50.02
1702,20.72,31.06,50.57
1703,20.65,31.07,50.82
1704,20.67,31.03,50.62
1705,20.59,30.92,50.43
1706,20.63,30.94,50.28
1707,20.85,31.05,50.02
1708,20.52,31,50.15
1709,20.69,30.92,49.94
1710,20.48,30.82,50.01
1711,20.43,30.95,49.97
1712,20.63,31,49.91
1713,20.59,30.94,49.92
1714,20.75,31.25,50.13
1715,20.82,31.07,50.07
1716,20.56,31.08,50.11
1717,20.52,31.19,50.37
1718,20.72,31.25,50.33
1719,20.61,31.3,50.39
1720,20.73,31.75,50.95
1721,20.5,31.96,51.91
1722,20.59,32.22,52.26
1723,20.8,32.14,52.21
1724,17.93,32.35,52.3
1725,17.67,32.49,52.37
1726,17.57,32.37,52.51
1727,17.6,32.65,52.76
1728,16.72,33.14,52.76
1729,16.23,32.82,52.73
1730,17.07,32.77,52.89
1731,17.41,32.85,52.64
1732,17.53,32.8,52.51
1733,17.69,32.31,52.22
1734,17.53,32.86,52.69
1735,17.65,33.31,53.06
1736,15.95,32.49,52.15
1737,15.52,32.63,52.27
1738,15.53,33.08,52.39
1739,15.11,32.89,52.06
1740,14.89,32.91,52.24
1741,15.12,32.67,52.04
1742,15.04,33.04,52.38
1743,15.08,33.12,52.86
1744,14.71,32.98,52.54
1745,15.18,33.12,52.78
1746,14.96,33.16,53.1
1747,14.76,33.23,52.94
1748,14.46,33.04,52.76
1749,14.51,32.86,52.73
1750,14.69,32.78,52.59
1751,20.31,32.35,50.86
1752,19.11,32.22,50.9
1753,20.35,32.27,50.8
1754,20.45,32.33,51.04
1755,20.82,32.56,51.46
1756,20.58,33.06,51.49
1757,20.07,32.38,50.99
1758,20.25,32.39,51.22
1759,20.48,32.51,51.24
1760,19.67,32.35,51.12
1761,20.61,32.53,50.95
1762,20.59,31.96,50.29
1763,20.65,31.44,50.1
1764,20.63,31.53,50.1
1765,20.59,31.72,50.41
1766,20.65,31.67,50.34
1767,20.68,31.59,50.31
1768,20.65,31.72,50.27
1769,20.68,32.08,50.52
1770,20.67,32.07,51.24
1771,20.71,31.39,51.03
1772,20.65,31.3,50.88
1773,20.61,31.11,50.76
1774,20.65,31.42,51.03
1775,20.79,31.77,51.05
1776,20.71,32.01,51.22
1777,20.88,31.55,50.99
1778,20.73,31.79,51.14
1779,20.95,31.9,51.12
1780,20.52,31.39,50.64
1781,20.81,31.65,50.84
1782,20.6,31.82,51.2
1783,20.95,31.99,51.14
1784,20.52,32.04,51.31
1785,20.54,31.87,51.2
1786,20.73,32.01,51.38
1787,20.48,31.97,51.24
1788,20.76,32.01,51.62
1789,20.76,32.24,51.76
1790,20.56,32.09,51.84
1791,20.68,32.41,52.27
1792,20.74,32.45,52.14
1793,20.74,32.23,51.97
1794,20.71,32.27,51.97
1795,20.71,32.16,52.18
1796,20.59,32.18,52.11
1797,20.85,32.19,52.01
1798,20.79,32.03,52
1799,20.59,32.33,52.21
1800,20.63,32.42,52.22
1801,20.62,32.25,52.08
1802,20.84,32.1,52.09
1803,20.76,32.24,52.14
1804,20.65,32.37,51.97
1805,20.63,31.95,51.94
1806,20.82,32,51.74
1807,20.65,32.22,51.92
1808,20.76,32.1,52.01
1809,20.59,31.93,51.7
1810,20.78,32.02,51.96
1811,20.54,32.12,52.03
1812,20.63,32.27,52.31
1813,20.63,32.38,51.88
1814,20.8,32.48,51.88
1815,20.59,32.41,52.14
1816,20.66,33.06,52.51
1817,20.56,32.81,52.82
1818,20.29,33.03,52.44
1819,20.43,33.12,52.85
1820,18.48,33.33,53.19
1821,16.62,33.33,53.24
1822,16.5,33.68,53.6
1823,16.6,33.89,53.8
1824,16.45,33.9,53.74
1825,16.48,34.19,53.94
1826,16.47,34.41,54.19
1827,16.59,34.18,54.07
1828,16.47,33.99,53.59
1829,16.55,34.18,53.68
1830,16.44,34.32,53.68
1831,16.58,34.28,53.58
1832,16.82,34.38,53.46
1833,17.05,34.41,53.65
1834,17.15,34.45,53.57
1835,16.99,34.59,53.69
1836,17,34.09,53.03
1837,17.08,33.62,52.39
1838,16.99,33.82,52.08
1839,17,33.77,51.97
1840,17.1,33.54,51.83
1841,16.99,33.65,52.01
1842,17.08,33.55,52.04
1843,17.1,33.76,52.03
1844,16.91,33.59,51.76
1845,16.36,33.53,51.77
1846,16.42,33.29,51.52
1847,19.69,33.14,51.39
1848,20.01,33.16,51.3
1849,19.66,32.86,51.12
1850,19.86,32.88,51.1
1851,20.63,32.61,50.69
1852,20.39,32.49,50.8
1853,20.76,32.65,50.73
1854,20.33,32.48,50.54
1855,20,32.69,50.9
1856,20.27,32.48,50.5
1857,20.56,31.78,49.68
1858,20.71,31.34,49.16
1859,20.64,31.73,49.56
1860,20.71,31.37,49.41
1861,20.62,31.35,49.27
1862,20.7,31.26,49.14
1863,20.58,31.37,49.31
1864,20.58,31.9,49.88
1865,20.14,31.58,49.85
1866,20.82,31.53,49.73
1867,20.6,31.71,49.82
1868,20.54,31.73,49.93
1869,20.01,31.8,49.85
1870,20.2,31.73,49.8
1871,20.13,31.71,49.73
1872,20.67,31.71,49.97
1873,20.61,31.86,49.97
1874,20.69,31.22,49.03
1875,20.31,30.96,48.72
1876,20.86,29.74,48.5
1877,20.6,30.35,48.21
1878,20.61,30.83,48.97
1879,20.87,31.17,49.28
1880,20.53,31.06,49.37
1881,20.75,31.1,49.48
1882,20.61,31.03,49.39
1883,20.84,31.35,49.5
1884,20.75,31.4,49.53
1885,20.59,31.3,49.52
1886,20.66,31.51,49.87
1887,20.5,31.62,49.66
1888,20.72,31.5,49.83
1889,20.67,31.67,49.74
1890,20.78,31.56,49.5
1891,20.55,31.67,49.61
1892,20.7,31.54,49.59
1893,20.66,31.36,49.46
1894,20.64,31.28,49.44
1895,20.8,31.2,49.53
1896,20.61,31.19,49.63
1897,20.73,31.52,49.95
1898,20.52,31.2,49.83
1899,20.73,31.74,51.1
1900,20.71,31.78,51.11
1901,20.62,31.34,50.97
1902,20.83,31.45,51.01
1903,20.66,31.5,51.06
1904,20.67,31.49,51.03
1905,20.61,31.55,51.07
1906,20.64,31.49,51.12
1907,20.63,31.69,51.22
1908,20.79,31.71,51.16
1909,20.62,31.69,51.3
1910,20.76,32.01,51.37
1911,20.61,31.66,51.39
1912,20.5,32.35,52.3
1913,20.29,32.37,52.31
1914,20.07,32.46,52.26
1915,20.06,32.49,52.27
1916,17.12,32.76,52.54
1917,17.05,32.7,52.58
1918,16.48,33.14,52.82
1919,16.54,33.34,52.96
1920,16.33,32.93,52.88
1921,16.59,33.29,52.99
1922,16.61,33.22,53.05
1923,16.63,33.29,53.34
1924,16.4,32.77,52.74
1925,16.54,33.16,52.74
1926,16.58,33.09,52.54
1927,16.57,33.2,52.79
1928,16.5,33.24,52.97
1929,16.59,33.43,53.12
1930,16.54,33.4,53.12
1931,16.53,33.39,53.18
1932,16.67,33.42,53.05
1933,16.52,33.41,53.14
1934,16.19,33.93,53.44
